DepthOrig;DepthCorr;DepthAdj;Al;Si;Ca;Ti;K;Zr;
216.265;216.445;77.497;0.259425551;1.916207623;-0.177554789;0.878569366;-0.270723833;1.622407076;
216.266;216.446;77.498;0.048962081;1.511040122;0.059811558;-0.190773274;-1.437966614;0.773883183;
216.267;216.447;77.499;1.011080801;0.942404465;-0.553886412;1.487416336;0.548910438;1.662015013;
216.268;216.448;77.5;0.058984151;0.963421799;-0.573283385;1.255789771;0.350412683;1.636117516;
216.269;216.449;77.501;0.840705611;0.917884241;-0.571664864;1.319487076;0.365418734;1.348198278;
216.27;216.45;77.502;-0.42207521;0.460173404;-0.300638319;1.060010175;0.113165127;0.930791551;
216.271;216.451;77.503;-0.051258619;0.836150163;-0.402807512;1.14328544;0.199022529;1.077036244;
216.272;216.452;77.504;0.630242141;1.115213658;-0.558059164;1.364985152;0.397140384;1.288786371;
216.273;216.453;77.505;0.540043511;1.411791599;-0.526978486;1.046774371;0.371877034;1.023717866;
216.274;216.454;77.506;0.830683541;1.084855287;-0.48906967;0.467156468;-0.288389184;0.811967739;
216.275;216.455;77.507;0.540043511;1.243652924;-0.477841174;0.928479376;0.194463729;1.492919588;
216.276;216.456;77.508;0.149182781;1.07317899;-0.512942867;1.121225767;0.310143282;0.694667308;
216.277;216.457;77.509;0.790595261;1.461999675;-0.543568335;1.18575031;0.550619989;1.628500605;
216.278;216.458;77.51;1.682559491;1.367421671;-0.551509208;1.360297471;0.645974891;1.069419333;
216.279;216.459;77.511;0.590153861;1.205121144;-0.545439751;1.314799396;0.669908592;1.212617261;
216.28;216.46;77.512;0.750506981;0.962254169;-0.511627818;1.214152139;0.59183914;1.137971532;
216.281;216.461;77.513;0.660308351;1.170092254;-0.571133786;1.190989482;0.61786229;0.708377748;
216.282;216.462;77.514;0.519999371;0.990277282;-0.570855603;1.041259453;0.441018836;1.275075931;
216.283;216.463;77.515;0.139160711;0.924890019;-0.571538416;1.371051562;0.664969892;0.543852469;
216.284;216.464;77.516;0.720440771;0.920219501;-0.583652041;1.430888424;0.947805449;1.16386903;
216.285;216.465;77.517;-0.46216349;0.710046157;-0.575736458;1.273437509;0.767922794;1.622407076;
216.286;216.466;77.518;0.680352491;1.022970913;-0.561321497;0.801912003;0.59278889;0.687050397;
216.287;216.467;77.519;1.031124941;1.079017138;-0.538662191;0.652733466;0.721385043;0.263550142;
216.288;216.468;77.52;0.960970451;1.10820788;-0.557477508;0.705125189;1.161499205;-0.194987904;
216.289;216.469;77.521;0.960970451;0.805791791;-0.53405952;-0.072202532;1.00023165;-0.917071072;
216.29;216.47;77.522;-0.46216349;0.763757123;-0.565418381;0.132400933;0.934508949;-0.234595841;
216.291;216.471;77.523;0.048962081;0.350416214;-0.526472698;-0.228826209;0.59848739;-0.400644502;
216.292;216.472;77.524;0.028917941;-0.139988255;-0.23652968;0.285439913;0.720245343;0.33057896;
216.293;216.473;77.525;-0.43209728;0.163595464;0.177483156;0.948057335;0.007362974;1.54928473;
216.294;216.474;77.526;;;;;;;
216.295;216.475;77.527;;;;;;;
216.296;216.476;77.528;-2.747195451;-2.595513485;-0.588558185;-2.377162595;-3.224446412;0.597170847;
216.297;216.477;77.529;-2.586842331;-1.8330513;-0.673530583;-1.144578377;-1.832492775;0.364093368;
216.298;216.478;77.53;-1.04344355;-0.363005525;-0.673480005;-0.045455179;-0.405588337;1.006960662;
216.299;216.479;77.531;0.028917941;0.212635911;-0.647153735;0.410077065;-0.073745678;0.796733917;
216.3;216.48;77.532;-0.6926711;0.460173404;-0.588861658;0.741799395;0.101768127;1.014577573;
216.301;216.481;77.533;-0.011170339;0.496369925;-0.485933783;0.267792175;0.180597379;0.939931845;
216.302;216.482;77.534;0.229359341;0.789444976;-0.522249368;0.821765709;0.557268239;1.361908717;
216.303;216.483;77.535;-0.27174416;0.456670515;-0.54721001;1.255789771;0.342814683;1.33601122;
216.304;216.484;77.536;-0.63253868;0.732231121;-0.502270739;0.942818163;-0.187145831;1.556901641;
216.305;216.485;77.537;-0.051258619;0.016474123;-0.427414102;0.808529905;0.092840476;1.512723557;
216.306;216.486;77.538;-0.08132483;0.517387259;-0.494026393;0.914140589;0.091320876;2.050477477;
216.307;216.487;77.539;0.149182781;0.54891326;-0.439603595;0.90862567;-0.13414978;1.578228992;
216.308;216.488;77.54;-0.90313457;0.595618448;-0.538813928;1.125637702;0.081633426;2.350583773;
216.309;216.489;77.541;0.349624181;0.571098224;-0.421319356;0.44950873;-0.087801978;1.230897847;
216.31;216.49;77.542;0.600175931;0.664508599;-0.561675549;0.474877354;0.24442058;1.09531683;
216.311;216.491;77.543;0.109094501;0.690196453;-0.661720432;0.735457239;0.385363484;1.546237965;
216.312;216.492;77.544;0.309535901;0.879352462;-0.659874305;0.629570809;0.494394787;1.013054191;
216.313;216.493;77.545;0.429800741;0.764924752;-0.628894785;0.434894197;0.446337436;0.965829342;
216.314;216.494;77.546;0.670330421;0.664508599;-0.586787927;0.292057815;0.290198532;0.984109929;
216.315;216.495;77.547;-0.031214479;1.056832174;-0.485099233;0.573870135;0.036995175;1.497489734;
216.316;216.496;77.548;0.740484911;0.95991891;-0.623938062;0.362924514;0.23568288;1.182149616;
216.317;216.497;77.549;1.672537421;0.943572094;-0.586914374;0.628467826;0.411386635;1.442647975;
216.318;216.498;77.55;1.311742901;1.024138543;-0.569742869;1.195125671;0.711887543;1.581275756;
216.319;216.499;77.551;1.001058731;0.787109716;-0.413681956;0.751450502;0.285829681;0.810444357;
216.32;216.5;77.552;0.299513831;0.616635782;-0.596701374;0.467156468;0.118103827;0.62002158;
216.321;216.501;77.553;0.730462841;0.88402298;-0.66053183;0.771304207;0.436460035;1.259842109;
216.322;216.502;77.554;0.429800741;1.03347958;-0.62148499;0.855682456;0.59905724;1.031334777;
216.323;216.503;77.555;0.399734531;0.743907418;-0.63337101;1.433921629;0.829466596;1.709239862;
216.324;216.504;77.556;0.991036661;1.006624098;-0.639035836;1.972453392;0.699540792;2.218049521;
216.325;216.505;77.557;0.560087651;1.319548853;-0.576545719;1.139700743;0.631348741;1.342104749;
216.326;216.506;77.558;1.121323571;0.859502757;-0.569565843;1.345407192;0.423733385;1.45331165;
216.327;216.507;77.559;0.840705611;0.980936244;-0.579985077;1.257168501;0.474639986;1.69400604;
216.328;216.508;77.56;-0.051258619;0.653999932;-0.431637433;0.410628557;0.163121978;1.546237965;
216.329;216.509;77.561;-0.64256075;0.241826653;0.093800517;0.245456756;0.448996736;0.824154797;
216.33;216.51;77.562;-0.2917883;0.303711026;-0.042256477;0.160527016;0.160082778;1.39085298;
216.331;216.511;77.563;0.159204851;0.690196453;-0.418284627;0.015760413;-0.104707529;0.418935128;
216.332;216.512;77.564;0.018895871;0.963421799;-0.571437259;0.392429326;0.24480048;1.00543728;
216.333;216.513;77.565;0.339602111;0.506878592;-0.67666647;0.330110751;0.397520284;0.872903027;
216.334;216.514;77.566;0.730462841;0.816300459;-0.690752668;0.756689674;0.500663137;1.17757947;
216.335;216.515;77.567;1.291698761;0.592115559;-0.688577779;0.645839818;0.468181686;1.230897847;
216.336;216.516;77.568;0.119116571;0.892196388;-0.650188463;0.57828207;0.434750485;0.254409849;
216.337;216.517;77.569;0.660308351;0.546578001;-0.565317223;0.415316237;0.259426631;0.467683359;
216.338;216.518;77.57;1.502162231;1.175930402;-0.667536995;0.766340781;0.507691287;0.894230378;
216.339;216.519;77.571;0.519999371;0.826809126;-0.627453289;0.601444726;0.417275085;1.436554446;
216.34;216.52;77.572;-0.28176623;0.147248648;-0.421875723;0.589587652;0.24556028;1.276599314;
216.341;216.521;77.573;0.580131791;0.892196388;-0.655979737;0.720842705;0.410816785;0.87442641;
216.342;216.522;77.574;0.008873801;0.875849573;-0.654791135;0.69492259;0.565056189;1.208047114;
216.343;216.523;77.575;0.479911091;0.777768679;-0.613797011;0.801360511;0.421074085;1.017624337;
216.344;216.524;77.576;0.570109721;0.770762901;-0.621712594;0.564219028;0.322110132;1.01914772;
216.345;216.525;77.577;0.570109721;0.609630004;-0.648898704;1.011478895;0.371497134;1.537097672;
216.346;216.526;77.578;0.439822811;0.519722518;-0.493899946;1.052840781;0.118863627;1.227851083;
216.347;216.527;77.579;0.069006221;0.195121465;-0.524424257;-0.191876257;-0.238622282;-0.141669526;
216.348;216.528;77.58;0.940926311;0.356254362;-0.579479289;0.691337893;0.111075677;1.101410359;
216.349;216.529;77.581;-0.8931125;0.294369989;-0.56713806;0.975631926;0.050861525;0.886613467;
216.35;216.53;77.582;1.191478061;0.184612798;-0.516356937;-0.558342572;-0.787197897;-1.988008768;
216.351;216.531;77.583;-0.32185451;0.25116769;-0.624924349;-0.224965766;-0.259706733;0.347336164;
216.352;216.532;77.584;0.540043511;0.315387323;-0.690550352;0.289300356;0.158753128;0.347336164;
216.353;216.533;77.585;1.181455991;0.673849637;-0.66771402;0.236081395;0.100818377;-0.003041745;
216.354;216.534;77.586;0.389712461;0.316554953;-0.685644208;-0.101155853;-0.16283223;-0.795200495;
216.355;216.535;77.587;1.261632551;0.880520091;-0.694293184;0.266413446;0.299885982;0.178240738;
216.356;216.536;77.588;0.660308351;0.616635782;-0.689993986;0.218985149;0.251258781;-0.077687473;
216.357;216.537;77.589;1.161411851;0.285028951;-0.681547325;0.012175716;-0.14991563;0.147773094;
216.358;216.538;77.59;0.229359341;0.534901704;-0.667233522;0.50548515;0.176608429;0.627638491;
216.359;216.539;77.591;1.211522201;0.579271632;-0.626365845;0.19196205;-0.15105533;0.274213818;
216.36;216.54;77.592;-0.52229591;0.574601114;-0.533907783;0.41779795;0.018190124;0.75103245;
216.361;216.541;77.593;0.429800741;0.805791791;-0.422179196;0.247111232;-0.034236077;-0.318381863;
216.362;216.542;77.594;0.419778671;0.720554824;-0.50477439;0.214573214;-0.13946838;-0.364083329;
216.363;216.543;77.595;0.439822811;0.840820682;-0.430398252;0.391602089;0.063018326;0.493580856;
216.364;216.544;77.596;0.389712461;0.607294745;-0.486894781;-0.196563938;-0.362469686;-1.424357349;
216.365;216.545;77.597;0.099072431;0.796450754;-0.515572965;0.102344629;-0.259326833;-0.060930269;
216.366;216.546;77.598;0.389712461;0.454335256;0.069977899;0.397117007;-0.238812232;1.052662128;
216.367;216.547;77.599;-0.08132483;0.523225407;-0.309236717;0.817078028;-0.083623078;0.481393799;
216.368;216.548;77.6;-0.47218556;0.0666822;-0.035175444;0.12385281;-0.557548341;0.970399489;
216.369;216.549;77.601;1.141367711;0.506878592;-0.506291754;1.429233949;0.098918877;1.311637104;
216.37;216.55;77.602;0.740484911;0.467179182;-0.421091751;-0.051245843;-0.686334444;-0.700750798;
216.371;216.551;77.603;0.239381411;0.950577873;-0.405665215;0.119716621;-0.216398132;-0.306194805;
216.372;216.552;77.604;0.038940011;0.62480919;-0.39739558;-0.357048057;-0.726983745;-1.069409294;
216.373;216.553;77.605;0.439822811;0.944739724;-0.38717866;1.114883611;0.24632008;1.538621054;
216.374;216.554;77.606;0.620220071;0.834982534;-0.303217838;1.06442211;0.193703929;1.078559626;
216.375;216.555;77.607;0.409756601;0.879352462;-0.251349271;1.022232985;-0.072036128;0.973446253;
216.376;216.556;77.608;1.191478061;0.845491201;-0.290370821;0.677550598;-0.178028231;0.644395695;
216.377;216.557;77.609;1.311742901;0.935398687;0.022863739;0.800533274;0.005463474;1.072466097;
216.378;216.558;77.61;0.910860101;1.053329285;-0.110512579;0.819835487;0.365418734;0.740368775;
216.379;216.559;77.611;0.419778671;0.708878527;-0.109703318;1.062491888;0.474070136;0.546899234;
216.38;216.56;77.612;-1.4944367;-1.193190232;-0.025261997;-0.079647672;1.416412112;1.712286626;
216.381;216.561;77.613;;;;;;;
216.382;216.562;77.614;-2.466577491;-2.183340206;-0.335385961;-2.112170776;-3.280481663;1.331441073;
216.383;216.563;77.615;-1.30401737;-0.663086354;-0.246620152;-0.190773274;-1.64026337;1.422844006;
216.384;216.564;77.616;0.590153861;0.446161848;-0.018307411;0.495006805;-0.734961646;1.099886977;
216.385;216.565;77.617;-0.47218556;0.895699277;-0.091545526;1.485210369;-0.007073226;1.19128991;
216.386;216.566;77.618;0.008873801;0.502208073;1.506087292;0.555119413;-0.968030302;0.367140133;
216.387;216.567;77.619;0.309535901;0.656335192;0.540816025;1.077382167;-0.557738291;1.401516655;
216.388;216.568;77.62;1.001058731;0.747410307;-0.473061477;1.247517394;-0.005933526;1.444171357;
216.389;216.569;77.621;0.780573191;0.712381417;-0.403110985;1.060561667;-0.244890633;1.052662128;
216.39;216.57;77.622;0.540043511;0.537236964;-0.458595938;1.071315757;0.030156975;1.198906821;
216.391;216.571;77.623;0.670330421;0.956416021;-0.500980979;1.540635296;0.22257633;1.831110439;
216.392;216.572;77.624;1.291698761;0.926057649;-0.360270734;1.173341744;-0.005553626;1.3634321;
216.393;216.573;77.625;0.650286281;0.763757123;-0.164682483;0.897595834;-0.241471533;0.828724943;
216.394;216.574;77.626;0.840705611;0.247664801;-0.155097798;0.548225766;-0.854630149;0.388467484;
216.395;216.575;77.627;0.550065581;0.84899409;-0.422229774;1.696431736;0.292667882;1.753417946;
216.396;216.576;77.628;0.620220071;0.979768615;-0.52257813;1.030229617;0.154764178;1.008484044;
216.397;216.577;77.629;0.069006221;0.750913196;-0.527762458;0.534989962;-0.186386031;0.385420719;
216.398;216.578;77.63;0.630242141;0.994947801;-0.608713841;1.128119415;0.114494777;1.319254016;
216.399;216.579;77.631;0.519999371;0.801121273;-0.619487127;0.705125189;0.051051475;0.700760837;
216.4;216.58;77.632;0.600175931;0.634150228;-0.570375104;-0.037458548;-0.298266584;-0.463103173;
216.401;216.581;77.633;0.429800741;0.575768743;-0.627377421;0.022102569;-0.214498632;-0.845472108;
216.402;216.582;77.634;-0.08132483;0.115722647;-0.513600392;0.383053966;-0.081723578;-0.327522156;
216.403;216.583;77.635;0.479911091;0.413468217;-0.457988992;-0.054279048;-0.282690684;-0.194987904;
216.404;216.584;77.636;0.038940011;0.264011617;-0.591264152;0.439581877;-0.168340781;0.092931335;
216.405;216.585;77.637;-0.14145725;0.025815161;-0.093998598;-0.514774718;-0.862987949;-0.72969506;
216.406;216.586;77.638;-0.62251661;0.739236899;-0.431536275;0.08000921;-0.065957728;0.088361188;
216.407;216.587;77.639;0.179248991;0.55124852;-0.384320958;0.522029904;-0.079444178;0.190427796;
216.408;216.588;77.64;0.690374561;0.116890276;0.034117523;-0.500711677;-0.596298142;-1.168429137;
216.409;216.589;77.641;-1.04344355;-1.318126608;4.066411857;-2.12871553;-2.635981296;-1.832623782;
216.41;216.59;77.642;-0.27174416;0.181109909;-0.008545701;-0.099225631;-0.551849841;0.364093368;
216.411;216.591;77.643;0.139160711;-0.363005525;1.731365304;-1.033452775;-1.303482011;-0.842425344;
216.412;216.592;77.644;-0.33187658;0.195121465;0.3241617;-0.160441223;-0.297316834;0.345812782;
216.413;216.593;77.645;-0.36194279;0.481190739;-0.461858271;0.396565515;0.23758238;0.552992763;
216.414;216.594;77.646;0.700396631;0.276855544;-0.373927012;-0.138381551;-0.415275787;-0.312288334;
216.415;216.595;77.647;0.329580041;0.419306365;-0.520858451;-0.284251137;-0.551469941;-0.339709214;
216.416;216.596;77.648;0.369668321;0.599121337;-0.577076796;0.172659836;-0.180117681;0.019808988;
216.417;216.597;77.649;0.710418701;0.813965199;-0.585700483;0.319908152;0.059979125;0.914034347;
216.418;216.598;77.65;0.880793891;1.089525805;-0.57265115;0.50548515;0.323819682;0.930791551;
216.419;216.599;77.651;0.429800741;0.791780235;-0.484138236;0.273307093;0.032246425;0.560609674;
216.42;216.6;77.652;0.840705611;0.613132893;-0.622091935;-0.138381551;-0.299786184;-0.59868419;
216.421;216.601;77.653;0.439822811;0.802288902;-0.543113126;0.27827052;-0.010492326;0.04875325;
216.422;216.602;77.654;1.341809111;0.836150163;-0.58792595;0.442890828;0.337116183;0.150819859;
216.423;216.603;77.655;0.880793891;1.022970913;-0.557755691;0.774613158;0.583671289;0.415888364;
216.424;216.604;77.656;0.730462841;0.935398687;-0.493672341;0.856785439;0.507881237;1.017624337;
216.425;216.605;77.657;0.660308351;0.600288967;-0.232179902;0.766616527;0.294947282;0.618498198;
216.426;216.606;77.658;-0.57240626;0.212635911;0.062011736;0.356030866;-0.310803284;0.298587933;
216.427;216.607;77.659;0.540043511;0.657502821;-0.245583286;0.221191116;-0.027017977;0.315345138;
216.428;216.608;77.66;0.530021441;0.264011617;-0.268647223;-0.375523033;-0.434650688;-0.223932166;
216.429;216.609;77.661;0.489933161;0.527895926;-0.460669669;0.039474561;-0.026448127;-0.28182069;
216.43;216.61;77.662;0.519999371;0.383109845;-0.430448831;-0.081853639;-0.333977185;-0.162996877;
216.431;216.611;77.663;0.389712461;0.948242613;-0.505305467;0.516790732;0.190854679;0.43416895;
216.432;216.612;77.664;0.580131791;0.95875128;-0.562864151;0.622677161;0.337116183;0.569749967;
216.433;216.613;77.665;0.319557971;0.653999932;-0.480901192;0.209885534;-0.020179777;0.063987073;
216.434;216.614;77.666;-0.91315664;0.55124852;-0.207497444;0.960465901;0.330088033;1.818923381;
216.435;216.615;77.667;1.091257361;0.609630004;-0.210911513;1.039604978;0.304064882;1.077036244;
216.436;216.616;77.668;0.119116571;0.47652022;-0.510312769;0.168247901;-0.231594132;0.542329087;
216.437;216.617;77.669;0.139160711;0.677352526;-0.39780021;0.301984668;-0.074315528;0.108165157;
216.438;216.618;77.67;-0.27174416;0.854832238;-0.489499589;0.39491104;0.100058577;0.711424513;
216.439;216.619;77.671;0.099072431;0.867676165;-0.56926237;0.632604014;0.278421631;0.866809498;
216.44;216.62;77.672;-0.25170002;0.019977013;-0.088738402;-0.365320435;-0.605225792;-0.588020514;
216.441;216.621;77.673;0.319557971;0.518554889;-0.214629056;0.183413927;-0.070516528;0.383897337;
216.442;216.622;77.674;0.890815961;0.435653181;-0.282480527;0.353549153;0.168820478;0.749509068;
216.443;216.623;77.675;-0.041236549;0.968092318;-0.262249004;0.162181491;0.037754975;0.230035734;
216.444;216.624;77.676;-0.22163381;0.097040572;0.042943526;0.033959643;-0.394571237;0.112735303;
216.445;216.625;77.677;-0.63253868;0.566427706;-0.118074111;0.295918258;0.086762076;0.214801912;
216.446;216.626;77.678;0.099072431;0.686693563;-0.37190386;0.408146843;0.120383227;0.351906311;
216.447;216.627;77.679;1.963177452;0.724057713;-0.335107777;0.554292176;0.255627631;0.719041424;
216.448;216.628;77.68;0.379690391;0.756751345;-0.438060941;0.557325381;0.23910198;0.429598803;
216.449;216.629;77.681;0.720440771;0.323560731;-0.227501362;-0.017329096;-0.062728578;-0.329045538;
216.45;216.63;77.682;-0.5924504;0.66334097;-0.254156394;0.765789289;0.280511081;1.244608287;
216.451;216.631;77.683;-0.18154553;0.32706362;-0.180260755;0.690510655;-0.092740679;1.186719763;
216.452;216.632;77.684;0.329580041;0.565260076;-0.042357635;1.368294103;0.432091185;1.85243779;
216.453;216.633;77.685;1.271654621;0.540739853;-0.097513825;1.131704112;0.442918336;1.531004143;
216.454;216.634;77.686;1.271654621;1.577595014;-0.14017705;2.164924037;1.275659158;2.451126999;
216.455;216.635;77.687;-1.47439256;-0.671259762;-0.407030842;-0.62452159;-1.585557768;1.090746684;
216.456;216.636;77.688;1.221544271;0.784774457;-0.322361917;0.882981301;0.119623427;0.719041424;
216.457;216.637;77.689;-0.0913469;0.881687721;-0.37913663;0.911934621;0.21972708;0.435692332;
216.458;216.638;77.69;0.850727681;1.005456468;-0.367908134;0.428827787;0.066247476;0.205661618;
216.459;216.639;77.691;0.399734531;1.125722326;-0.482974923;0.631501031;0.366178534;0.857669205;
216.46;216.64;77.692;0.389712461;1.139733882;-0.524323099;0.700989;0.431711285;0.071603984;
216.461;216.641;77.693;1.582338791;0.778936309;-0.538510455;0.240217584;-0.328088735;0.024379135;
216.462;216.642;77.694;0.519999371;0.900369796;-0.526245094;0.940887942;0.026547925;0.63373202;
216.463;216.643;77.695;-0.1915676;1.112878399;-0.393197538;1.085378799;0.322490032;1.215664025;
216.464;216.644;77.696;0.910860101;1.011294616;-0.473921316;1.798733468;0.643315591;1.875288523;
216.465;216.645;77.697;0.089050361;0.622473931;-0.271858977;1.531811427;0.23492308;1.905756167;
216.466;216.646;77.698;1.361853251;1.262334999;-0.323272336;1.196504401;0.191044629;1.383236068;
216.467;216.647;77.699;0.981014591;0.712381417;-0.396409293;0.277167536;-0.317451535;-0.799770642;
216.468;216.648;77.7;0.309535901;0.795283124;-0.473693712;0.434342705;-0.227605182;0.137109419;
216.469;216.649;77.701;1.572316721;0.986774393;-0.460163881;1.308732986;0.388022784;1.569088698;
216.47;216.65;77.702;-0.40203107;0.820970977;-0.256660045;1.344579954;0.207760229;2.266797752;
216.471;216.651;77.703;0.089050361;0.597953707;-0.106365117;1.032435584;-0.095779879;1.285739607;
216.472;216.652;77.704;-0.001148269;0.669179118;-0.050804296;1.418755604;0.131970177;1.099886977;
216.473;216.653;77.705;0.560087651;1.019468024;-0.434115794;1.693950023;0.343574483;0.87442641;
216.474;216.654;77.706;1.021102871;1.165421735;-0.465322919;1.484934623;0.446907286;1.962121309;
216.475;216.655;77.707;0.540043511;1.151410179;-0.444712055;0.512654543;0.296846782;0.504244532;
216.476;216.656;77.708;0.499955231;1.18527144;-0.498477328;0.654112195;0.652053291;-0.150809819;
216.477;216.657;77.709;0.660308351;1.230808997;-0.384068064;-0.321476835;-0.16435183;-0.575833457;
216.478;216.658;77.71;1.091257361;1.400115302;-0.371600387;-0.742816586;-0.420784337;-0.947538717;
216.479;216.659;77.711;0.630242141;0.990277282;-0.344894777;0.010521241;-0.398940087;-0.074640709;
216.48;216.66;77.712;0.600175931;0.781271568;-0.476475546;1.500652139;0.163691828;0.988680075;
216.481;216.661;77.713;1.862956752;0.945907354;-0.416666105;1.331619897;0.168250628;0.872903027;
216.482;216.662;77.714;1.562294651;0.776601049;-0.438693176;1.428682457;0.276522131;1.290309754;
216.483;216.663;77.715;1.512184301;0.503375703;-0.422862009;1.476110753;0.256007531;0.554516145;
216.484;216.664;77.716;0.509977301;0.933063427;-0.391654885;1.57344906;0.363519234;0.517954972;
216.485;216.665;77.717;0.550065581;0.529063556;-0.331289077;0.450887459;-0.598957442;-0.004565127;
216.486;216.666;77.718;0.509977301;0.369098289;-0.486743044;1.178029425;-0.181257381;1.331441073;
216.487;216.667;77.719;-0.25170002;0.192786206;-0.42665542;0.949711811;-0.492205539;1.201953585;
216.488;216.668;77.72;0.489933161;0.453167626;-0.473794869;1.33410161;0.045922825;1.13644815;
216.489;216.669;77.721;-0.13143518;1.130392844;-0.105075357;0.755310944;-0.724894295;0.594124082;
216.49;216.67;77.722;-0.27174416;1.133895733;0.131304704;0.260347035;-1.435117364;0.830248325;
216.491;216.671;77.723;-1.02339941;0.420473995;-0.009734303;0.888496219;-0.453645688;0.763219508;
216.492;216.672;77.724;-0.25170002;0.600288967;-0.117113113;0.859267152;-0.436360238;0.984109929;
216.493;216.673;77.725;0.159204851;0.613132893;-0.13549851;0.942818163;-0.174799081;0.39303763;
216.494;216.674;77.726;-0.35192072;-0.104959364;1.271528068;-0.941077895;-1.65412972;-0.959725774;
216.495;216.675;77.727;0.038940011;0.219641689;0.821680147;-0.182776642;-1.159879807;-0.283344072;
216.496;216.676;77.728;0.249403481;0.419306365;-0.224542502;1.132255603;-0.360190286;0.63373202;
216.497;216.677;77.729;0.790595261;0.600288967;-0.253018371;0.980043861;-0.406348137;0.793687152;
216.498;216.678;77.73;-0.42207521;0.689028823;-0.29254571;1.126740685;-0.267684633;1.038951688;
216.499;216.679;77.731;0.449844881;0.581606892;-0.307314722;0.939509212;-0.496194489;0.882043321;
216.5;216.68;77.732;0.329580041;0.785942087;-0.268318461;1.154866768;-0.15542418;1.418273859;
216.501;216.681;77.733;0.560087651;1.083687657;-0.268672512;1.170032793;-0.080963778;1.293356518;
216.502;216.682;77.734;-0.13143518;1.077849508;1.393574733;-1.503323806;-2.485730842;-1.21870075;
216.503;216.683;77.735;-0.54234005;-0.012716619;2.589460076;-0.799620243;-1.077251555;-1.086166498;
216.504;216.684;77.736;0.409756601;0.423976884;-0.183598957;0.507966863;0.151914928;0.460066448;
216.505;216.685;77.737;0.079028291;0.362092511;-0.366719532;0.558152618;-0.183346831;1.13644815;
216.506;216.686;77.738;-0.70269317;0.670346748;-0.314066993;1.019751272;0.365228784;1.296403282;
216.507;216.687;77.739;0.730462841;0.881687721;-0.337687296;1.044568404;0.389352434;0.3442894;
216.508;216.688;77.74;1.111301501;0.615468153;0.249583247;0.270273888;-0.109646229;0.297064551;
216.509;216.689;77.741;1.001058731;0.558254298;-0.10793306;0.498867248;0.079733926;0.449402772;
216.51;216.69;77.742;0.740484911;1.020635654;-0.486616597;1.182992851;0.688713642;1.183672999;
216.511;216.691;77.743;0.239381411;0.785942087;-0.488285698;0.965705074;0.104807327;0.118828832;
216.512;216.692;77.744;0.229359341;1.150242549;-0.462035297;1.297151658;0.441968586;1.674202071;
216.513;216.693;77.745;0.580131791;1.164254105;-0.504521495;1.202019319;0.852260597;0.996296987;
216.514;216.694;77.746;-0.061280689;0.652832303;-0.353088543;1.358091504;0.528395838;1.972784985;
216.515;216.695;77.747;0.650286281;0.899202166;-0.332755863;1.458738761;0.476539487;1.986495425;
216.516;216.696;77.748;0.038940011;0.81279757;-0.231749982;0.906419703;0.149445578;0.554516145;
216.517;216.697;77.749;0.600175931;0.607294745;-0.275702967;0.868918259;0.026547925;0.754079215;
216.518;216.698;77.75;0.239381411;1.043988247;-0.350205551;0.969565516;0.533524488;1.311637104;
216.519;216.699;77.751;0.038940011;0.822138607;-0.395802347;0.450335968;0.130830477;0.070080601;
216.52;216.7;77.752;0.219337271;0.509213851;-0.321426209;0.738214698;0.360669983;0.677910104;
216.521;216.701;77.753;0.580131791;0.867676165;-0.35703369;1.082345594;0.401129335;1.572135463;
216.522;216.702;77.754;0.169226921;0.609630004;-0.251071087;0.640600646;-0.226845382;-0.015228803;
216.523;216.703;77.755;0.570109721;0.84782646;-0.364544644;1.007618452;0.61330349;1.250701816;
216.524;216.704;77.756;0.399734531;0.329398879;-0.182106882;0.280476487;0.111455577;0.589553936;
216.525;216.705;77.757;-0.23165588;0.525560667;-0.255370286;-0.167886363;-0.287249484;-0.72969506;
216.526;216.706;77.758;-0.47218556;0.579271632;-0.3171523;0.707606902;0.464382686;0.722088188;
216.527;216.707;77.759;0.329580041;0.771930531;-0.291205371;0.756138182;0.367888084;1.233944612;
216.528;216.708;77.76;0.560087651;0.917884241;-0.351419443;0.961293139;0.364279034;0.988680075;
216.529;216.709;77.761;0.590153861;0.703040379;-0.071288713;0.84189516;0.362379534;0.725134953;
216.53;216.71;77.762;0.259425551;0.170601242;-0.035428338;0.238563109;-0.287439434;-0.118818793;
216.531;216.711;77.763;0.570109721;0.3655954;-0.440488724;0.365681973;-0.027587827;0.441785861;
216.532;216.712;77.764;1.031124941;0.726392973;-0.419953728;0.592896603;0.329708133;0.08988457;
216.533;216.713;77.765;-0.51227384;0.360924881;-0.493166553;0.472671386;0.279941231;0.077697512;
216.534;216.714;77.766;0.750506981;0.321225472;-0.422381511;-0.224965766;-0.335876685;-0.981053125;
216.535;216.715;77.767;0.429800741;0.388947993;-0.277801987;0.100414408;-0.272813283;-0.269633632;
216.536;216.716;77.768;0.890815961;0.69953749;-0.415452214;0.469362435;0.093600276;0.673339957;
216.537;216.717;77.769;-0.051258619;0.231317986;0.021826873;0.066773407;-0.293897734;0.077697512;
216.538;216.718;77.77;-0.021192409;0.820970977;-0.528192378;0.641427883;0.24119143;0.274213818;
216.539;216.719;77.771;0.950948381;0.581606892;-0.595892113;1.208912967;0.916653648;-0.129482468;
