DepthOrig;DepthCorr;DepthAdj;Al;Si;Ca;Ti;K;Zr;
210.473;210.653;71.761;0.292004408;0.406578915;-0.020010593;0.641718371;;;
210.474;210.654;71.762;0.081954615;0.899777935;0.114379721;1.525825352;;;
210.475;210.655;71.763;0.960025446;1.28501931;-0.114446148;2.112700373;;;
210.476;210.656;71.764;1.058046164;1.374625115;-0.242112048;1.854677735;;;
210.478;210.658;71.765;1.088252857;1.480762239;-0.398144521;1.67570615;;;
210.479;210.659;71.766;1.351995083;1.447151502;-0.446684331;1.726931232;;;
210.48;210.66;71.767;1.837756452;1.210241752;-0.437250569;1.737049767;;;
210.481;210.661;71.768;1.140623747;1.247914366;-0.369255666;1.905270409;;;
210.482;210.662;71.769;1.151573644;1.297811744;-0.334589034;1.684559868;;;
210.483;210.663;71.77;0.785015409;1.252690746;-0.229609865;1.752227569;;;
;210.6635;71.771;0.975997237;1.221438816;-0.161843458;1.930250542;;;
210.484;210.664;71.772;1.166979058;1.190186885;-0.094077055;2.108273514;;;
210.485;210.665;71.773;0.871821899;0.884479859;-0.051217086;1.540370746;;;
210.486;210.666;71.774;1.320617821;1.256194706;-0.516703088;1.467643777;;;
210.487;210.667;71.775;1.912329211;1.472902774;-0.666696648;1.671279291;;;
210.488;210.668;71.776;0.671702549;1.712425823;-0.693202583;1.777523906;;;
210.49;210.67;71.777;1.899227049;1.576955131;-0.69986171;1.438552989;;;
210.491;210.671;71.778;0.496843549;1.856421532;-0.674335058;1.686457093;;;
210.492;210.672;71.779;1.524852884;1.60338175;-0.676130411;1.412624244;;;
210.493;210.673;71.78;1.430645711;1.731296379;-0.739783826;2.287245099;;;
210.494;210.674;71.781;1.475162864;1.636777173;-0.785614285;2.373885053;;;
210.495;210.675;71.782;1.416070978;1.583972867;-0.790837129;2.088036444;;;
;210.6755;71.783;1.235227324;1.719345675;-0.788388921;2.111435556;;;
210.496;210.676;71.784;1.054383606;1.854718483;-0.785940713;2.134834668;;;
210.497;210.677;71.785;1.255824505;1.689601048;-0.788519492;1.568196717;;;
210.498;210.678;71.786;1.114230614;1.450117156;-0.73018685;1.917918577;;;
210.499;210.679;71.787;1.947029192;1.605750372;-0.737890545;1.893887057;;;
210.5;210.68;71.788;1.634654187;1.671376475;-0.752416581;1.662425573;;;
210.502;210.682;71.789;0.981434435;1.89437798;-0.793481194;2.124716133;;;
210.503;210.683;71.79;1.518698207;1.600797814;-0.765212549;2.332146097;;;
210.504;210.684;71.791;1.372837681;1.359336834;-0.591977332;1.382268639;;;
210.505;210.685;71.792;0.633830907;0.408967105;-0.145358855;0.299585412;;;
210.506;210.686;71.793;-0.15694258;-0.299520748;2.51159998;-0.554165965;;;
210.507;210.687;71.794;0.91131715;0.284458573;2.039095783;0.259111273;;;
;210.6875;71.795;0.334388175;0.122008275;1.759363507;-0.152270409;;;
210.508;210.688;71.796;-0.242540793;-0.040442022;1.479631226;-0.563652091;;;
210.509;210.689;71.797;0.501903172;0.598025086;1.416043095;0.313498397;;;
210.51;210.69;71.798;0.726452184;0.48039727;0.647142482;0.461481969;;;
210.511;210.691;71.799;0.626165957;0.045473851;1.936271035;-0.055195716;;;
210.512;210.692;71.8;0.83149596;0.413048549;0.655662248;0.014369211;;;
210.514;210.694;71.801;-0.009307364;0.123716232;1.083543768;-0.045077181;;;
210.515;210.695;71.802;0.743556723;0.09086891;0.8029791;0.010574761;;;
210.516;210.696;71.803;0.427217119;-0.234462335;0.912854687;-0.040650322;;;
210.517;210.697;71.804;1.135941642;0.303573827;0.890200603;0.109862884;;;
210.518;210.698;71.805;0.5124;0.206000879;0.565796682;0.074448012;;;
210.519;210.699;71.806;-0.345960966;-0.183468755;1.322129825;-0.640805919;;;
;210.6995;71.807;0.082747537;-0.039336005;1.738570053;-0.482387608;;;
210.52;210.7;71.808;0.51145604;0.104796724;2.155010281;-0.323969297;;;
210.521;210.701;71.809;-0.649236173;-0.36045858;2.591803283;-0.692031002;;;
210.522;210.702;71.81;-0.089921476;-0.538603353;4.3560801;-1.03859082;;;
210.523;210.703;71.811;-2.196876129;-1.695962006;5.863849963;-2.537398793;;;
210.524;210.704;71.812;-1.147382311;-1.006383867;5.352468219;-1.684912233;;;
210.526;210.706;71.813;0.362461525;-0.57867393;4.362641278;-1.016456525;;;
210.527;210.707;71.814;1.412295153;0.974858895;0.641168854;1.381003823;;;
210.528;210.708;71.815;1.301512112;1.504154705;-0.263623638;1.939420464;;;
210.529;210.709;71.816;0.881563555;1.180604803;-0.223016025;1.248198053;;;
210.53;210.71;71.817;0.678574576;1.419736339;-0.285624871;1.469541002;;;
210.531;210.711;71.818;1.489360023;1.291019117;-0.270609191;1.975467744;;;
;210.7115;71.819;1.231130553;1.381809234;-0.306516246;1.820211475;;;
210.532;210.712;71.82;0.972901048;1.47259935;-0.342423301;1.664955206;;;
210.533;210.713;71.821;1.272211586;1.292252359;-0.142029293;1.913491718;;;
210.534;210.714;71.822;0.995858132;1.00153019;-0.089604992;1.512544775;;;
210.535;210.715;71.823;0.626354752;1.261851974;0.097536049;1.779421132;;;
210.536;210.716;71.824;0.223926073;0.989775253;0.293164208;1.608670856;;;
210.538;210.718;71.825;-0.341354441;0.680094418;0.149895059;1.289937009;;;
210.539;210.719;71.826;0.276938819;1.145418243;0.14284422;1.771199822;;;
210.54;210.72;71.827;1.573259119;0.901911633;0.080463873;1.424640004;;;
210.541;210.721;71.828;0.820168452;1.123572238;0.195333809;1.688986727;;;
210.542;210.722;71.829;1.919050251;0.881396753;0.044263036;1.344956542;;;
210.543;210.723;71.83;1.699485303;0.812844133;0.126653404;1.574520801;;;
;210.7235;71.831;1.231942333;0.822328353;0.045291279;1.72376919;;;
210.544;210.724;71.832;0.764399342;0.831812573;-0.036070841;1.873017579;;;
210.545;210.725;71.833;0.931970975;1.272275807;-0.027910143;2.268905254;;;
210.546;210.726;71.834;-0.06798386;1.023434921;-0.047822238;1.895151874;;;
210.547;210.727;71.835;0.425555752;1.030834374;0.082357156;1.864796269;;;
210.548;210.728;71.836;0.250205897;0.91803187;0.05111802;1.665587615;;;
210.549;210.729;71.837;0.10702617;0.844135221;0.00708291;1.650409813;;;
210.551;210.731;71.838;1.194731483;1.089609146;0.201829719;2.036178953;;;
210.552;210.732;71.839;0.859588189;1.203625324;-0.103086458;1.73578495;;;
210.553;210.733;71.84;1.590212563;0.670541699;0.143954074;0.880136348;;;
210.554;210.734;71.841;0.777350459;1.287074713;0.003100494;2.130407809;;;
210.555;210.735;71.842;0.754846473;1.255881509;-0.326820053;1.721239556;;;
;210.7355;71.843;0.630092826;1.189545788;-0.148721059;1.649144996;;;
210.556;210.736;71.844;0.505339185;1.123210088;0.029377929;1.577050435;;;
210.557;210.737;71.845;1.747060858;1.268380314;-0.039302476;1.879341663;;;
210.558;210.738;71.846;1.608789709;1.51110392;-0.441951128;2.016574292;;;
210.559;210.739;71.847;1.366758604;1.545409593;-0.470187131;1.642820911;;;
210.56;210.74;71.848;1.5475079;1.587222376;-0.531849336;1.896416691;;;
210.561;210.741;71.849;2.10025258;1.317357647;-0.514744521;1.633967193;;;
210.563;210.743;71.85;1.484149356;1.413765874;-0.527181419;1.634599602;;;
210.564;210.744;71.851;1.646887939;1.279410994;-0.495648497;1.577682843;;;
210.565;210.745;71.852;0.901197905;1.312502993;-0.387535621;2.12598095;;;
210.566;210.746;71.853;0.528447306;1.449363515;-0.450862607;2.213253313;;;
210.567;210.747;71.854;1.38446727;1.33888066;-0.350322852;2.128510584;;;
210.568;210.748;71.855;0.306805687;0.773683806;-0.101127894;1.618156983;;;
;210.7485;71.856;0.641458098;1.165429065;-0.28880754;1.828432785;;;
210.569;210.749;71.857;0.97611051;1.557174325;-0.476487187;2.038708587;;;
210.57;210.75;71.858;-0.26931148;-0.44088359;-0.404771005;-0.998116681;;;
210.571;210.751;71.859;0.592145668;1.308519411;-0.214594185;2.478864852;;;
210.572;210.752;71.86;0.447115779;0.894375159;0.085458218;1.592228237;;;
210.573;210.753;71.861;1.822426568;1.17713998;-0.36765617;1.571991168;;;
210.575;210.755;71.862;1.432609189;1.440632936;-0.615251632;1.688354318;;;
210.576;210.756;71.863;0.171630734;1.22060686;-0.701167421;0.922507713;;;
210.577;210.757;71.864;0.753638211;1.333027667;-0.661963446;1.148277521;;;
210.578;210.758;71.865;0.447833193;1.431305326;-0.519379796;1.029384737;;;
210.579;210.759;71.866;1.74022656;1.096832422;-0.565569325;1.346853767;;;
210.58;210.76;71.867;1.03822302;0.825068898;-0.117971565;1.401873301;;;
;210.7605;71.868;0.751599254;0.57640419;-0.029019997;1.070807489;;;
210.581;210.761;71.869;0.464975489;0.327739502;0.059931567;0.739741677;;;
210.582;210.762;71.87;-0.470941159;0.157356332;0.185867402;0.419110605;;;
210.583;210.763;71.871;-0.084673059;0.155937118;0.495679998;0.46527642;;;
210.584;210.764;71.872;-0.483476937;-0.052148029;0.165987951;-0.18610426;;;
210.585;210.765;71.873;-0.866988673;-0.308407936;0.311085094;0.056740576;;;
210.587;210.767;71.874;-1.098900568;-0.03365919;0.305078822;0.07128597;;;
210.588;210.768;71.875;-0.917471608;-0.366154985;0.738672832;0.111127701;;;
210.589;210.769;71.876;-0.196362316;-0.051316073;0.654193322;0.18385467;;;
210.59;210.77;71.877;0.345281464;0.103690728;0.290030502;0.055475759;;;
210.591;210.771;71.878;-0.502695946;-0.290428041;0.853542763;-0.068476293;;;
210.592;210.772;71.879;-0.16271961;-0.397416689;1.783143768;-0.158910698;;;
;210.7725;71.88;-0.088392261;-0.357218866;1.301124201;-0.234167301;;;
210.593;210.773;71.881;-0.014064912;-0.317021042;0.819104634;-0.309423904;;;
210.594;210.774;71.882;0.203687589;-0.286415117;0.651222829;0.373577198;;;
210.595;210.775;71.883;-0.84433365;-0.13612595;-0.287975148;-0.333455424;;;
210.596;210.776;71.884;0.509530364;0.074102688;-0.598473244;0.361561438;;;
210.597;210.777;71.885;-0.706855437;-0.341186717;-0.601770165;-0.277171074;;;
210.599;210.779;71.886;1.173737827;-0.076910756;-0.451286963;0.409624478;;;
210.6;210.78;71.887;0.296195587;-0.910690145;-0.481514174;-0.666102257;;;
210.601;210.781;71.888;0.002586522;-0.628150433;0.045470816;-0.292981284;;;
210.602;210.782;71.889;0.091280931;-0.296692135;-0.070215183;0.092155448;;;
210.603;210.783;71.89;-1.214818754;-0.564971246;-0.265516921;-0.502940882;;;
210.604;210.784;71.891;-1.368344273;-0.467437455;-0.398177165;-0.547209472;;;
;210.7845;71.892;-0.35694865;-0.411530475;-0.322511207;-0.212981618;;;
210.605;210.785;71.893;0.654446973;-0.355623495;-0.246845249;0.121246235;;;
210.606;210.786;71.894;-0.598639958;-1.058072383;-0.338636741;-0.923492486;;;
210.607;210.787;71.895;-0.980301533;-1.254950692;-0.426804881;-1.151791929;;;
210.608;210.788;71.896;-0.428160931;-0.796037777;-0.255789371;-0.782465407;;;
210.609;210.789;71.897;-0.605625258;-1.02144704;-0.389265686;-0.866575728;;;
210.611;210.791;71.898;-0.248053521;-0.970903678;-0.371932373;-1.058195481;;;
210.612;210.792;71.899;-1.106376723;-1.519608371;-0.392725821;-1.739299358;;;
210.613;210.793;71.9;-0.767382103;-1.705201549;-0.438752136;-1.800642975;;;
210.614;210.794;71.901;-0.86177802;-1.041472544;-0.316766077;-0.969658302;;;
210.615;210.795;71.902;-2.101007632;-1.553013589;-0.558551128;-1.641276051;;;
210.616;210.796;71.903;-0.990534051;-3.673583342;0.788616279;-4.328379459;;;
;210.7965;71.904;-1.302946786;-3.834345273;2.757791801;-4.31794472;;;
210.617;210.797;71.905;-1.615359514;-3.995107203;4.726967319;-4.307509981;;;
210.618;210.798;71.906;-1.578922686;-4.129501241;7.694456905;-4.626876237;;;
210.619;210.799;71.907;-2.829857396;-3.851082131;9.21577354;-4.346086895;;;
210.627;210.807;71.908;-2.646125177;-4.088794462;10.6538837;-4.575018745;;;
210.628;210.808;71.909;-2.504229234;-3.953225908;6.802982658;-4.452331511;;;
210.629;210.809;71.91;-1.507181792;-3.800421326;3.324535697;-4.246798772;;;
210.63;210.81;71.911;-1.23868204;-3.525799818;0.374216226;-3.996997443;;;
210.631;210.811;71.912;-0.935482349;-1.012559873;-0.396871455;-0.879856305;;;
210.632;210.812;71.913;-0.729170636;-0.670452612;-0.186684614;-0.411874069;;;
210.633;210.813;71.914;-1.85051862;-1.520724162;-0.195367593;-1.323807021;;;
210.634;210.814;71.915;-0.432994002;-1.753425221;0.114216508;-1.414873834;;;
;210.815;71.916;-1.081644992;-2.130474344;-0.051608798;-2.21898115;;;
210.636;210.816;71.917;-1.730295983;-2.507523467;-0.217434108;-3.023088465;;;
210.637;210.817;71.918;-2.218209603;-2.415030302;-0.110267871;-2.773919545;;;
210.638;210.818;71.919;-1.499365806;-1.511523797;0.177314992;-0.968393485;;;
210.639;210.819;71.92;-0.034076851;-1.053726672;-0.329268264;-0.530766853;;;
210.64;210.82;71.921;-0.516326714;-0.87233239;-0.655891889;-0.779303365;;;
210.641;210.821;71.922;-1.46957446;-1.453972494;-0.266855274;-1.261198587;;;
210.642;210.822;71.923;-1.211760323;-1.129091467;0.167261017;-0.695193044;;;
210.643;210.823;71.924;-0.22977847;-1.267938872;0.186977255;-0.83369049;;;
210.644;210.824;71.925;-0.331499512;-1.168271383;0.036526699;-0.401755534;;;
210.645;210.825;71.926;-0.267725628;-0.865578921;0.334196181;-0.41946297;;;
210.646;210.826;71.927;-0.711046616;-1.046934046;0.307951389;-0.593375287;;;
;210.827;71.928;-0.226115905;-1.081954202;0.170003015;-0.669896707;;;
210.648;210.828;71.929;0.258814806;-1.11697438;0.032054636;-0.746418127;;;
210.649;210.829;71.93;-0.140933031;-1.325666353;0.007964269;-0.974717569;;;
210.65;210.83;71.931;-0.009911498;-0.976511994;-0.111083939;-0.397328675;;;
210.651;210.831;71.932;-0.856982707;-1.121858396;-0.010283047;-0.747682944;;;
210.652;210.832;71.933;-1.417090326;-1.215075861;0.150286776;-0.591478062;;;
210.653;210.833;71.934;-0.552197164;-0.864375042;0.042532967;-0.416933336;;;
210.654;210.834;71.935;-0.684917828;-0.487198693;-0.081052587;-0.358119352;;;
210.655;210.835;71.936;0.972787769;-0.280620829;-0.300640548;-0.203179288;;;
210.656;210.836;71.937;0.239784591;0.940024689;0.201992932;2.364398927;;;
210.657;210.837;71.938;1.087875275;1.096695381;-0.066395979;2.093095712;;;
210.658;210.838;71.939;0.367294596;1.020146275;-0.269956336;1.697840445;;;
210.66;210.84;71.94;1.263791529;1.29054931;-0.383977556;2.300525676;;;
;210.8405;71.941;1.484092726;1.288900101;-0.468016386;2.138312914;;;
210.661;210.841;71.942;1.704393924;1.287250891;-0.552055216;1.976100153;;;
210.662;210.842;71.943;1.711907844;1.262360917;-0.597134891;1.513809592;;;
210.663;210.843;71.944;1.594479292;1.408196716;-0.565699896;1.94890659;;;
210.664;210.844;71.945;1.573410106;1.384216992;-0.574317589;1.909697268;;;
210.665;210.845;71.946;1.438763794;1.36444598;-0.583033211;1.571991168;;;
210.666;210.846;71.947;1.836019563;1.208636587;-0.601149952;1.556180957;;;
210.667;210.847;71.948;1.873891206;1.41164195;-0.65661003;1.649777404;;;
210.668;210.848;71.949;1.033767532;1.463330466;-0.677925764;1.885665748;;;
210.669;210.849;71.95;1.155047422;1.563829911;-0.647959694;1.792701709;;;
210.67;210.85;71.951;1.144172983;1.134593123;-0.600725596;1.449936341;;;
210.672;210.852;71.952;1.142058519;1.422065783;-0.576145585;1.630805151;;;
;210.8525;71.953;1.003239886;1.507267173;-0.590998048;1.80029061;;;
210.673;210.853;71.954;0.864421259;1.592468542;-0.605850512;1.969776068;;;
210.674;210.854;71.955;1.729918555;1.288640721;-0.654129179;1.705429346;;;
210.675;210.855;71.956;1.473728021;1.179489012;-0.396675599;1.441715032;;;
210.676;210.856;71.957;0.750806332;1.305426532;-0.056211435;1.917918577;;;
210.677;210.857;71.958;0.494464775;1.178040435;-0.366774811;1.748433119;;;
210.678;210.858;71.959;0.914564369;1.270298697;-0.366938028;1.60740604;;;
210.679;210.859;71.96;1.379747437;1.254511247;-0.504755832;1.682662642;;;
210.68;210.86;71.961;1.644018253;1.345986484;-0.524569997;1.686457093;;;
210.681;210.861;71.962;0.848751536;1.434995258;-0.49816199;1.623848659;;;
210.682;210.862;71.963;1.126200015;1.469398793;-0.556298776;1.546062422;;;
210.684;210.864;71.964;1.0081296;0.949411026;-0.000653427;1.610568082;;;
;210.8645;71.965;0.402844093;0.461193927;0.308473675;1.194759541;;;
210.685;210.865;71.966;-0.202441407;-0.027023173;0.617600772;0.778951;;;
210.686;210.866;71.967;0.854641838;0.973116689;-0.01034833;1.372150105;;;
210.687;210.867;71.968;0.477473509;0.883853443;-0.102466247;1.644718137;;;
210.688;210.868;71.969;1.451790426;1.376719677;-0.314024084;2.088036444;;;
210.689;210.869;71.97;1.289731535;1.427605599;-0.682854823;1.907800042;;;
210.69;210.87;71.971;1.723952738;1.57781645;-0.697544073;2.079182726;;;
210.691;210.871;71.972;1.889032302;1.484031317;-0.575721229;1.585271745;;;
210.692;210.872;71.973;1.357319008;1.470367769;-0.796778115;1.439185398;;;
210.693;210.873;71.974;1.626536175;1.077286497;-0.805526379;0.706224031;;;
210.694;210.874;71.975;-0.236084113;-0.262689886;-0.535668541;-0.482071404;;;
210.696;210.876;71.976;0.516326869;0.186533269;-0.444725765;0.279348342;;;
;210.8765;71.977;0.275900466;0.187991641;-0.506192114;0.111127701;;;
210.697;210.877;71.978;0.035474063;0.189449992;-0.567658463;-0.057092941;;;
210.698;210.878;71.979;0.043025733;-0.427973704;-0.505147545;-0.475114911;;;
210.699;210.879;71.98;1.026480172;0.523678198;-0.320781142;0.295790961;;;
210.7;210.88;71.981;0.297252819;1.112805844;-0.459774085;0.97183557;;;
210.701;210.881;71.982;0.936917325;0.092532822;1.502415883;-0.187369077;;;
210.702;210.882;71.983;-0.243484753;-0.115855748;1.522948189;-0.46752601;;;
210.703;210.883;71.984;0.847467751;0.290429039;1.707608379;0.108598067;;;
210.704;210.884;71.985;1.193372169;0.834553118;0.152865552;0.593022922;;;
210.705;210.885;71.986;-0.311525331;-0.353303825;3.185967107;-0.865310911;;;
210.706;210.886;71.987;0.266630786;0.807010708;-0.057060145;0.499426475;;;
210.708;210.888;71.988;1.663765854;0.581914643;2.449546058;0.367253114;;;
;210.8885;71.989;1.51016482;0.615016437;1.634586484;0.372312381;;;
210.709;210.889;71.99;1.356563787;0.64811821;0.819626915;0.377371648;;;
210.71;210.89;71.991;1.330472793;0.868819633;-0.398209808;0.67839806;;;
210.711;210.891;71.992;1.819179306;1.327409557;-0.457097377;1.212783181;;;
210.712;210.892;71.993;1.52428645;1.471561875;-0.464246145;1.467011369;;;
210.713;210.893;71.994;1.738149896;1.498145082;-0.520979292;1.136261761;;;
210.714;210.894;71.995;1.159918243;1.480556699;-0.424030245;1.582742111;;;
210.715;210.895;71.996;1.210325685;1.547249661;-0.346144579;1.740211809;;;
210.716;210.896;71.997;1.090291807;1.319334757;-0.235387634;1.433493722;;;
210.717;210.897;71.998;1.262243427;1.556645793;-0.236628061;1.396814033;;;
210.718;210.898;71.999;1.557627117;1.584677577;-0.385740265;1.547327239;;;
210.719;210.899;72;1.591949452;1.645928606;-0.383716413;1.482821579;;;
;210.9;72.001;1.415806661;1.645962877;-0.360948075;1.686457093;;;
210.721;210.901;72.002;1.23966394;1.645997127;-0.338179742;1.890092607;;;
210.722;210.902;72.003;0.996122442;1.486096515;-0.335437749;1.227328575;;;
210.723;210.903;72.004;1.618757939;0.84709108;-0.170265294;1.05215144;;;
210.724;210.904;72.005;1.703903019;1.402187093;-0.482428172;1.618789391;;;
210.725;210.905;72.006;1.50933414;1.577865382;-0.4771074;1.791436892;;;
210.726;210.906;72.007;1.890580404;1.514862372;-0.494244857;1.534046662;;;
210.727;210.907;72.008;1.580168875;1.62874153;-0.586068989;1.553651323;;;
210.728;210.908;72.009;1.212893254;1.566364916;-0.479392394;1.411359427;;;
210.729;210.909;72.01;1.443219239;1.688876769;-0.456607736;1.801555427;;;
210.73;210.91;72.011;0.865402976;1.763947935;-0.472504768;1.811673962;;;
210.731;210.911;72.012;1.468404095;1.687995882;-0.48487638;1.987483504;;;
;210.912;72.013;0.665491293;1.473392149;-0.421941106;1.855626347;;;
210.733;210.913;72.014;-0.137421502;1.258788437;-0.35900583;1.72376919;;;
210.734;210.914;72.015;1.451375051;1.444518635;-0.301162833;1.597287505;;;
210.735;210.915;72.016;1.710661788;1.681095598;-0.508705608;1.476497495;;;
210.736;210.916;72.017;1.624610427;1.636963145;-0.638819717;1.272229573;;;
210.737;210.917;72.018;2.141522542;1.554668683;-0.585709919;0.954128134;;;
210.738;210.918;72.019;1.121178157;1.809342993;-0.558714342;1.354442669;;;
210.739;210.919;72.02;1.71137921;1.450400991;-0.502372909;1.356339894;;;
210.74;210.92;72.021;1.933096351;1.153522406;-0.498782203;1.267170306;;;
210.741;210.921;72.022;1.134167024;1.494543239;-0.566940322;1.727563641;;;
210.742;210.922;72.023;1.185140829;1.454766291;-0.561423693;1.76803778;;;
210.743;210.923;72.024;1.444616353;1.559298249;-0.684650176;1.714915472;;;
210.745;210.925;72.025;1.11389079;1.659181073;-0.693659582;1.871120354;;;
;210.9255;72.026;1.319503995;1.563702665;-0.682153003;1.768670188;;;
210.746;210.926;72.027;1.52511713;1.468224277;-0.670646424;1.666220023;;;
210.747;210.927;72.028;1.315822529;1.579421616;-0.638395361;1.704796937;;;
210.748;210.928;72.029;0.51749738;1.172109127;-0.351497992;1.789539667;;;
210.749;210.929;72.03;1.020174522;1.611035696;-0.583000568;1.914124127;;;
210.75;210.93;72.031;1.042716266;1.095021695;-0.520261151;1.30954167;;;
210.751;210.931;72.032;0.366312878;1.058435509;0.233493215;1.349383401;;;
210.752;210.932;72.033;0.890927629;1.345829896;-0.337722744;1.865428678;;;
210.753;210.933;72.034;0.690543976;1.158298765;-0.390506114;1.320292614;;;
;210.934;72.035;0.657373253;0.797996295;-0.378673106;0.582271979;;;
210.755;210.935;72.036;0.624202523;0.437693825;-0.366840098;-0.155748656;;;
210.756;210.936;72.037;0.135760283;1.243177163;-0.559791554;0.795393619;;;
210.757;210.937;72.038;-0.389534117;0.784734055;0.647142482;0.500058883;;;
210.758;210.938;72.039;-0.198929878;0.088441583;2.778781106;-0.509897375;;;
210.759;210.939;72.04;-0.139800277;0.683461379;1.961340687;0.390019817;;;
210.76;210.94;72.041;0.374544198;1.303860503;0.06841869;0.956025359;;;
;210.941;72.042;0.647386166;1.228608273;0.442635489;0.923456325;;;
210.762;210.942;72.043;0.920228127;1.153356023;0.816852283;0.890887291;;;
210.763;210.943;72.044;0.670834112;0.467820171;0.759727424;0.083934138;;;
210.764;210.944;72.045;0.923211036;0.782727582;0.083303797;0.319190073;;;
210.765;210.945;72.046;-0.285358786;0.281776775;1.052304631;-0.110847657;;;
210.766;210.946;72.047;0.786374708;0.346835188;0.78825721;0.267964991;;;
210.767;210.947;72.048;0.438846702;0.677627934;0.414725909;0.605038682;;;
;210.948;72.049;0.495295462;0.713533886;0.521500434;0.602825253;;;
210.769;210.949;72.05;0.551744222;0.749439837;0.628274959;0.600611823;;;
210.77;210.95;72.051;-0.201799514;0.213831002;0.767365831;-0.359384169;;;
210.771;210.951;72.052;0.410452406;0.469816848;0.250924455;0.350810495;;;
210.772;210.952;72.053;0.316660623;0.545299095;0.419165329;0.396343901;;;
210.773;210.953;72.054;0.424574035;0.519322714;0.212340693;0.794128802;;;
210.774;210.954;72.055;0.837424027;1.068595076;0.230424792;1.076182961;;;
;210.955;72.056;1.124161065;1.059003199;-0.065204514;0.89531415;;;
210.776;210.956;72.057;1.410898111;1.049411322;-0.360833826;0.71444534;;;
210.777;210.957;72.058;0.771346884;0.6661079;-0.1110513;0.299585412;;;
210.778;210.958;72.059;1.363586872;0.722729363;-0.219882315;0.094685081;;;
210.779;210.959;72.06;0.977734119;0.736285254;-0.446064118;0.2761863;;;
210.78;210.96;72.061;0.252395884;0.151072669;-0.527442562;0.283142793;;;
210.781;210.961;72.062;0.542682208;0.507097949;-0.477858183;0.591758105;;;
;210.962;72.063;0.687749855;0.78226757;-0.512867562;0.679346672;;;
210.783;210.963;72.064;0.832817502;1.05743717;-0.54787694;0.76693524;;;
210.784;210.964;72.065;0.532562969;0.442861697;-0.481644745;0.458319927;;;
210.785;210.965;72.066;-0.876277232;0.136048654;-0.485202808;0.085198955;;;
210.786;210.966;72.067;0.940995224;1.238038654;-0.681614398;1.133732127;;;
210.787;210.967;72.068;0.9618756;1.221683514;-0.73818433;0.858002053;;;
210.788;210.968;72.069;0.84508897;1.216828839;-0.484158239;1.161558098;;;
;210.969;72.07;0.323419371;0.47266503;-0.119913811;0.608200724;;;
210.79;210.97;72.071;-0.198250228;-0.271498759;0.244330615;0.054843351;;;
210.791;210.971;72.072;-1.036712535;-1.092260584;0.201633863;-0.745785718;;;
210.792;210.972;72.073;-0.995178327;-1.327144293;0.34806936;-1.047444538;;;
210.793;210.973;72.074;-1.381710737;-1.521360372;0.152310628;-1.186574392;;;
210.794;210.974;72.075;-1.48800054;-1.153169053;-0.122215129;-0.987365738;;;
210.795;210.975;72.076;-1.460663483;-1.292212225;-0.12058299;-1.284597698;;;
;210.976;72.077;-1.705809684;-1.329752705;-0.096149874;-1.231159186;;;
210.797;210.977;72.078;-1.950955877;-1.367293185;-0.071716753;-1.177720674;;;
210.798;210.978;72.079;-0.232195002;-0.34824361;-0.328615405;-0.461201926;;;
210.799;210.979;72.08;0.744651712;-0.235284496;-0.181233267;-0.215827456;;;
210.8;210.98;72.081;0.595997022;0.122894071;-0.062380919;0.040297957;;;
210.801;210.981;72.082;-0.284830166;-0.402085392;0.212340693;-0.256301596;;;
210.802;210.982;72.083;-0.310543613;-0.75392157;0.206464995;-0.97029071;;;
210.804;210.984;72.084;-0.430124365;-1.463711186;0.057548647;-1.474320227;;;
;210.9845;72.085;-0.153468809;-0.952747605;-0.05815368;-0.955429112;;;
210.805;210.985;72.086;0.123186748;-0.441784045;-0.173856002;-0.436537997;;;
210.806;210.986;72.087;-0.051823282;-0.458931985;-0.014787749;-0.640173511;;;
210.807;210.987;72.088;-1.71300265;-1.106521184;-0.032773918;-1.285230107;;;
210.808;210.988;72.089;-1.258089844;-0.822307787;-0.020859304;-1.025310243;;;
210.809;210.989;72.09;-0.317717708;-0.681600723;0.060976139;-0.703414354;;;
210.811;210.991;72.091;-0.147805051;-0.969044041;0.174670929;-0.629422568;;;
;210.9915;72.092;-0.957759782;-1.425054915;0.016369785;-1.134084493;;;
210.812;210.992;72.093;-1.767714521;-1.881065789;-0.141931363;-1.638746418;;;
210.813;210.993;72.094;-1.363246892;-1.845566031;-0.184497546;-1.99985163;;;
210.814;210.994;72.095;-0.440130331;-1.127515664;-0.07804945;-1.149894703;;;
210.815;210.995;72.096;-0.45478058;-1.331558524;-0.144901856;-1.576770392;;;
210.816;210.996;72.097;-0.859361481;-0.969151698;-0.08790757;-1.180250308;;;
210.818;210.998;72.098;-1.177777792;-0.933779186;0.16177703;-0.968393485;;;
;210.9985;72.099;-1.220992245;-1.043948823;0.161972891;-1.115744648;;;
210.819;210.999;72.1;-1.264206699;-1.154118461;0.162168747;-1.263095812;;;
210.82;211;72.101;-1.379898333;-0.786671009;0.01550475;-0.970923118;;;
210.821;211.001;72.102;-2.270202875;-1.927684316;-0.198240155;-1.847441199;;;
210.822;211.002;72.103;-1.548074101;-1.62525612;-0.213027332;-1.628627883;;;
210.823;211.003;72.104;-1.223540936;-1.006892831;-0.276974532;-1.077167734;;;
210.824;211.004;72.105;-0.544985319;-0.938271712;-0.282523805;-0.798908026;;;
