AdjDepth;Time;Ti
70.797;499301.6;-0.524
70.798;499301.9;-0.728
70.799;499302.2;-0.904
70.8;499302.5;-1.08
70.801;499302.7;-0.631
70.802;499303;-1.183
70.803;499303.3;-0.389
70.804;499303.5;-0.223
70.805;499303.8;-0.056
70.806;499304.1;-0.275
70.807;499304.4;-0.368
70.808;499304.6;-0.636
70.809;499304.9;-0.917
70.81;499305.2;0.071
70.811;499305.5;0.087
70.812;499305.7;0.103
70.813;499306;-0.339
70.814;499306.3;-0.017
70.815;499306.6;-0.934
70.816;499306.8;0.009
70.817;499307.1;-1.222
70.818;499307.4;-0.691
70.819;499307.7;0.042
70.82;499307.9;-0.22
70.821;499308.2;-0.142
70.822;499308.5;0.221
70.823;499308.8;0.025
70.824;499309;-0.17
70.825;499309.3;-0.151
70.826;499309.6;-0.722
70.827;499309.8;0.118
70.828;499310.1;-0.265
70.829;499310.4;-0.039
70.83;499310.7;-0.946
70.831;499310.9;-1.303
70.832;499311.2;-0.745
70.833;499311.5;-0.992
70.834;499311.8;-0.946
70.835;499312;-0.519
70.836;499312.3;-0.323
70.837;499312.6;-0.127
70.838;499312.9;-1.082
70.839;499313.1;-0.19
70.84;499313.4;0.451
70.841;499313.7;0.337
70.842;499314;-0.564
70.843;499314.2;-1.208
70.844;499314.5;-0.559
70.845;499314.8;-0.409
70.846;499315.1;-0.566
70.847;499315.3;-0.578
70.848;499315.6;-0.732
70.849;499315.9;-0.886
70.85;499316.2;-0.017
70.851;499316.4;-0.34
70.852;499316.7;-1.717
70.853;499317;-2.683
70.854;499317.2;-3.096
70.855;499317.5;-2.415
70.856;499317.8;-1.595
70.857;499318.1;-1.811
70.858;499318.3;-0.707
70.859;499318.6;-0.933
70.86;499318.9;-0.549
70.861;499319.2;-0.166
70.862;499319.4;-0.527
70.863;499319.7;-0.19
70.864;499320;-0.44
70.865;499320.3;-0.364
70.866;499320.5;-0.828
70.867;499320.8;-0.046
70.868;499321.1;0.376
70.869;499321.4;-0.166
70.87;499321.6;0.75
70.871;499321.9;0.197
70.872;499322.2;0.189
70.873;499322.5;0.182
70.874;499322.7;0.234
70.875;499323;-0.469
70.876;499323.3;0.035
70.877;499323.5;0.84
70.878;499323.8;0.672
70.879;499324.1;0.722
70.88;499324.4;0.766
70.881;499324.6;0.655
70.882;499324.9;-0.977
70.883;499325.2;0.042
70.884;499325.5;0.227
70.885;499325.7;0.412
70.886;499326;1.569
70.887;499326.3;0.62
70.888;499326.6;1.889
70.889;499326.8;0.984
70.89;499327.1;0.853
70.891;499327.4;0.592
70.892;499327.7;-1.066
70.893;499327.9;2.073
70.894;499328.2;1.383
70.895;499328.5;1.772
70.896;499328.8;1.544
70.897;499329;1.315
70.898;499329.3;0.138
70.899;499329.6;-0.239
70.9;499329.9;-1.277
70.901;499330.1;-1.083
70.902;499330.4;-0.425
70.903;499330.7;-0.578
70.904;499330.9;-0.164
70.905;499331.2;-0.152
70.906;499331.5;-0.075
70.907;499331.8;-0.319
70.908;499332;-0.166
70.909;499332.3;-0.012
70.91;499332.6;-0.788
70.911;499332.9;-1.02
70.912;499333.1;-0.914
70.913;499333.4;-0.992
70.914;499333.7;-1.406
70.915;499334;-1.953
70.916;499334.2;-1.841
70.917;499334.5;-1.374
70.918;499334.8;-0.216
70.919;499335.1;-0.702
70.92;499335.3;-1.156
70.921;499335.6;-0.848
70.922;499335.9;-0.54
70.923;499336.2;-1.015
70.924;499336.4;-0.789
70.925;499336.7;-0.203
70.926;499337;-0.086
70.927;499337.3;-1.592
70.928;499337.5;-0.578
70.929;499337.8;-0.776
70.93;499338.1;-0.863
70.931;499338.3;-0.844
70.932;499338.6;-0.657
70.933;499338.9;-0.367
70.934;499339.2;-0.078
70.935;499339.4;-0.603
70.936;499339.7;-0.732
70.937;499340;-0.894
70.938;499340.3;-1.533
70.939;499340.5;-1.836
70.94;499340.8;-1.903
70.941;499341.1;-2.028
70.942;499341.4;-1.896
70.943;499341.6;-1.086
70.944;499341.9;-1.527
70.945;499342.2;-1.499
70.946;499342.5;-1.471
70.947;499342.7;-0.998
70.948;499343;-1.682
70.949;499343.3;-1.543
70.95;499343.6;-1.619
70.951;499343.8;-2.337
70.952;499344.1;-1.622
70.953;499344.4;-1.46
70.954;499344.6;-1.089
70.955;499344.9;-1.631
70.956;499345.2;-1.363
70.957;499345.5;-2.352
70.958;499345.7;-3.341
70.959;499346;-2.093
70.96;499346.3;-1.017
70.961;499346.6;-0.622
70.962;499346.8;-1.105
70.963;499347.1;-1.348
70.964;499347.4;-1.675
70.965;499347.7;-1.377
70.966;499347.9;-1.302
70.967;499348.2;-2.506
70.968;499348.5;-1.785
70.969;499348.8;-1.514
70.97;499349;-1.242
70.971;499349.3;-1.572
70.972;499349.6;-1.799
70.973;499349.9;-1.309
70.974;499350.1;-1.709
70.975;499350.4;-0.062
70.976;499350.7;-0.398
70.977;499351;-0.203
70.978;499351.2;-0.628
70.979;499351.5;-0.376
70.98;499351.8;-0.502
70.981;499352;-0.376
70.982;499352.3;-0.251
70.983;499352.6;-0.213
70.984;499352.9;-0.146
70.985;499353.1;-2.302
70.986;499353.4;-1.311
70.987;499353.7;-3.291
70.988;499354;1.036
70.989;499354.2;0.424
70.99;499354.5;1.635
70.991;499354.8;1.056
70.992;499355.1;1.37
70.993;499355.3;1.163
70.994;499355.6;0.957
70.995;499355.9;1.28
70.996;499356.2;1.101
70.997;499356.4;1.119
70.998;499356.7;1.307
70.999;499357;0.845
71;499357.3;0.848
71.001;499357.5;0.893
71.002;499357.8;0.623
71.003;499358.1;1.088
71.004;499358.4;0.778
71.005;499358.6;1.382
71.006;499358.9;0.954
71.007;499359.2;0.527
71.008;499359.4;0.834
71.009;499359.7;1.641
71.01;499360;1.47
71.011;499360.3;0.931
71.012;499360.5;1.993
71.013;499360.8;1.969
71.014;499361.1;1.4
71.015;499361.4;1.034
71.016;499361.6;1.112
71.017;499361.9;0.443
71.018;499362.2;0.942
71.019;499362.5;1.441
71.02;499362.7;1.822
71.021;499363;0.054
71.022;499363.3;0.343
71.023;499363.6;2.058
71.024;499363.8;-0.113
71.025;499364.1;-1.113
71.026;499364.4;-1.363
71.027;499364.7;-0.128
71.028;499364.9;-0.369
71.029;499365.2;-0.516
71.03;499365.5;-0.645
71.031;499365.7;-0.774
71.032;499366;-1.439
71.033;499366.3;-0.039
71.034;499366.6;0.164
71.035;499366.8;-0.38
71.036;499367.1;-0.333
71.037;499367.4;-0.102
71.038;499367.7;-0.645
71.039;499367.9;-0.179
71.04;499368.2;1.113
71.041;499368.5;1.561
71.042;499368.8;1.608
71.043;499369;1.655
71.044;499369.3;1.001
71.045;499369.6;1.814
71.046;499369.9;0.986
71.047;499370.1;-0.226
71.048;499370.4;-0.595
71.049;499370.7;-0.612
71.05;499371;-0.955
71.051;499371.2;-1.434
71.052;499371.5;-0.911
71.053;499371.8;-0.708
71.054;499372.1;-0.955
71.055;499372.3;-1.202
71.056;499372.6;-0.695
71.057;499372.9;-1.454
71.058;499373.1;-0.389
71.059;499373.4;-0.667
71.06;499373.7;-0.858
71.061;499374;-0.898
71.062;499374.2;-1.56
71.063;499374.5;-0.414
71.064;499374.8;-1.25
71.065;499375.1;-1.154
71.066;499375.3;-0.927
71.067;499375.6;-0.7
71.068;499375.9;-1.183
71.069;499376.2;-0.344
71.07;499376.4;-0.679
71.071;499376.7;-0.612
71.072;499377;-0.835
71.073;499377.3;-1.026
71.074;499377.5;-0.479
71.075;499377.8;-0.933
71.076;499378.1;-0.717
71.077;499378.4;-0.574
71.078;499378.6;-0.752
71.079;499378.9;-0.93
71.08;499379.2;-0.895
71.081;499379.4;-0.858
71.082;499379.7;-1.497
71.083;499380;-1.607
71.084;499380.3;-1.247
71.085;499380.5;-1.119
71.086;499380.8;-0.93
71.087;499381.1;-1.093
71.088;499381.4;-1.73
71.089;499381.6;-1.403
71.09;499381.9;-1.615
71.091;499382.2;-1.431
71.092;499382.5;-1.247
71.093;499382.7;-1.09
71.094;499383;-0.161
71.095;499383.3;-0.909
71.096;499383.6;-0.798
71.097;499383.8;-1.151
71.098;499384.1;-1.932
71.099;499384.4;-0.917
71.1;499384.7;-0.776
71.101;499384.9;-1.469
71.102;499385.2;-0.705
71.103;499385.5;-0.885
71.104;499385.8;-1.065
71.105;499386;-0.56
71.106;499386.3;-0.743
71.107;499386.6;-1.104
71.108;499386.8;-0.712
71.109;499387.1;-0.988
71.11;499387.4;-0.746
71.111;499387.7;-2.363
71.112;499387.9;-0.789
71.113;499388.2;-0.647
71.114;499388.5;-1.887
71.115;499388.8;-1.504
71.116;499389;-1.122
71.117;499389.3;-0.62
71.118;499389.6;-0.524
71.119;499389.9;-0.941
71.12;499390.1;-0.874
71.121;499390.4;-0.99
71.122;499390.7;-0.497
71.123;499391;-0.764
71.124;499391.2;-0.876
71.125;499391.5;-0.886
71.126;499391.8;-1.627
71.127;499392.1;-1.005
71.128;499392.3;-0.383
71.129;499392.6;-0.986
71.13;499392.9;-0.82
71.131;499393.2;1.194
71.132;499393.4;1.953
71.133;499393.7;1.28
71.134;499394;0.518
71.135;499394.2;0.417
71.136;499394.5;1.138
71.137;499394.8;1.831
71.138;499395.1;1.316
71.139;499395.3;1.192
71.14;499395.6;1.067
71.141;499395.9;0.553
71.142;499396.2;1.11
71.143;499396.4;0.338
71.144;499396.7;0.414
71.145;499397;1.002
71.146;499397.3;1.113
71.147;499397.5;0.991
71.148;499397.8;0.441
71.149;499398.1;0.323
71.15;499398.4;1.322
71.151;499398.6;0.861
71.152;499398.9;0.4
71.153;499399.2;0.642
71.154;499399.5;1.265
71.155;499399.7;0.728
71.156;499400;0.931
71.157;499400.3;0.15
71.158;499400.5;0.31
71.159;499400.8;-0.823
71.16;499401.1;-1.092
71.161;499401.4;-0.958
71.162;499401.6;-1.353
71.163;499401.9;-1.092
71.164;499402.2;-0.831
71.165;499402.5;-2.248
71.166;499402.7;-1.595
71.167;499403;-1.214
71.168;499403.3;-1.064
71.169;499403.5;-1.442
71.17;499403.7;-0.62
71.171;499403.9;-0.559
71.172;499404.1;0.028
71.173;499404.3;-0.34
71.174;499404.5;1.052
71.175;499404.7;1.851
71.176;499404.9;1.692
71.177;499405.1;1.533
71.178;499405.3;-1.306
71.179;499405.5;0.242
71.18;499405.7;1.431
71.181;499405.9;0.723
71.182;499406.1;1.182
71.183;499406.3;1.677
71.184;499406.5;1.212
71.185;499406.7;1.243
71.186;499406.9;1.426
71.187;499407.1;0.033
71.188;499407.3;0.169
71.189;499407.5;0.304
71.19;499407.7;0.594
71.191;499407.9;0.446
71.192;499408.1;0.028
71.193;499408.3;-0.37
71.194;499408.5;-0.348
71.195;499408.7;0.516
71.196;499408.9;-0.356
71.197;499409.1;-1.116
71.198;499409.3;-0.536
71.199;499409.5;-0.762
71.2;499409.7;-0.407
71.201;499409.9;-0.052
71.202;499410.1;-0.341
71.203;499410.3;-0.388
71.204;499410.5;-0.662
71.205;499410.6;-1.526
71.206;499410.8;-1.147
71.207;499411;-0.895
71.208;499411.2;-0.987
71.209;499411.4;-1.142
71.21;499411.6;-0.672
71.211;499411.8;-1.28
71.212;499412;-1.195
71.213;499412.2;-1.111
71.214;499412.4;-1.993
71.215;499412.6;-0.947
71.216;499412.8;-2.436
71.217;499413;-1.421
71.218;499413.2;-1.464
71.219;499413.4;-1.361
71.22;499413.6;-1.092
71.221;499413.8;-0.542
71.222;499414;-1.392
71.223;499414.2;-1.274
71.224;499414.4;-1.342
71.225;499414.6;-1.409
71.226;499414.8;-1.391
71.227;499415;-1.582
71.228;499415.2;-1.43
71.229;499415.4;-1.221
71.23;499415.6;-0.815
71.231;499415.8;-0.774
71.232;499416;-1.047
71.233;499416.2;-1.615
71.234;499416.4;-1.357
71.235;499416.6;-1.507
71.236;499416.8;-1.694
71.237;499417;-1.881
71.238;499417.2;-1.476
71.239;499417.4;-1.503
71.24;499417.6;-1.242
71.241;499417.8;-0.951
71.242;499418;-1.445
71.243;499418.2;-0.769
71.244;499418.4;-1.211
71.245;499418.6;0.795
71.246;499418.8;1.464
71.247;499419;1.296
71.248;499419.2;1.395
71.249;499419.4;1.494
71.25;499419.6;1.318
71.251;499419.8;1.384
71.252;499420;1.626
71.253;499420.2;1.907
71.254;499420.4;1.924
71.255;499420.6;0.822
71.256;499420.8;1.419
71.257;499421;1.487
71.258;499421.2;1.435
71.259;499421.4;1.374
71.26;499421.6;1.578
71.261;499421.8;1.509
71.262;499422;1.44
71.263;499422.2;1.499
71.264;499422.4;1.182
71.265;499422.6;1.088
71.266;499422.8;0.954
71.267;499423;1.222
71.268;499423.2;1.171
71.269;499423.4;1.793
71.27;499423.6;1.592
71.271;499423.8;0.635
71.272;499424;0.03
71.273;499424.2;0.404
71.274;499424.4;0.777
71.275;499424.6;-0.428
71.276;499424.8;-1.052
71.277;499425;-0.499
71.278;499425.2;0.498
71.279;499425.4;-0.569
71.28;499425.6;-0.944
71.281;499425.8;-1.348
71.282;499426;-1.927
71.283;499426.2;-2.498
71.284;499426.4;-1.126
71.285;499426.6;-1.368
71.286;499426.8;-1.61
71.287;499427;-1.832
71.288;499427.2;-1.632
71.289;499427.4;-0.896
71.29;499427.6;-0.801
71.291;499427.8;-0.798
71.292;499428;-0.483
71.293;499428.2;-0.234
71.294;499428.4;-0.72
71.295;499428.6;-0.443
71.296;499428.8;-0.884
71.297;499429;-0.997
71.298;499429.1;-1.11
71.299;499429.3;-1.052
71.3;499429.5;-0.782
71.301;499429.7;-0.317
71.302;499429.9;0.276
71.303;499430.1;0.42
71.304;499430.3;0.953
71.305;499430.5;0.067
71.306;499430.7;-0.581
71.307;499430.9;-0.54
71.308;499431.1;0.543
71.309;499431.3;1.097
71.31;499431.5;1.652
71.311;499431.7;0.993
71.312;499431.9;0.43
71.313;499432.1;1.224
71.314;499432.3;1.647
71.315;499432.5;1.855
71.316;499432.7;1.427
71.317;499432.9;1.149
71.318;499433.1;1.275
71.319;499433.3;2.033
71.32;499433.5;1.571
71.321;499433.7;1.503
71.322;499433.9;1.435
71.323;499434.1;1.649
71.324;499434.3;1.28
71.325;499434.5;1.346
71.326;499434.7;1.323
71.327;499434.9;1.167
71.328;499435.1;1.256
71.329;499435.3;0.895
71.33;499435.5;0.745
71.331;499435.7;1.342
71.332;499435.9;1.551
71.333;499436.1;1.216
71.334;499436.3;0.881
71.335;499436.5;0.147
71.336;499436.7;0.756
71.337;499436.9;-0.203
71.338;499437.1;-1.426
71.339;499437.3;-1.316
71.34;499437.5;-0.665
71.341;499437.7;-0.234
71.342;499437.9;-0.046
71.343;499438.1;0.373
71.344;499438.3;0.295
71.345;499438.5;-1.939
71.346;499438.7;-1.075
71.347;499438.9;-0.211
71.348;499439.1;-0.089
71.349;499439.3;0.143
71.35;499439.5;-0.51
71.351;499439.7;-0.007
71.352;499439.9;0.387
71.353;499440.1;0.272
71.354;499440.3;0.033
71.355;499440.5;0.104
71.356;499440.7;0.328
71.357;499440.9;0.793
71.358;499441.1;0.547
71.359;499441.3;0.301
71.36;499441.5;-0.18
71.361;499441.7;-0.51
71.362;499441.9;-0.339
71.363;499442.1;-1.039
71.364;499442.3;-1.425
71.365;499442.5;-0.948
71.366;499442.7;-0.507
71.367;499442.9;-0.478
71.368;499443.1;-1.354
71.369;499443.3;-0.278
71.37;499443.5;-0.279
71.371;499443.7;-0.28
71.372;499443.9;-0.896
71.373;499444.1;-0.905
71.374;499444.3;-0.275
71.375;499444.5;-2.221
71.376;499444.7;-1.336
71.377;499444.9;-0.825
71.378;499445.1;-1.486
71.379;499445.3;-0.949
71.38;499445.5;-0.887
71.381;499445.7;-1.269
71.382;499445.9;-1.333
71.383;499446.1;-1.397
71.384;499446.3;-1.422
71.385;499446.5;-1.539
71.386;499446.7;-1.992
71.387;499446.9;-0.647
71.388;499447.1;-1.209
71.389;499447.3;-1.035
71.39;499447.4;-1.492
71.391;499447.6;-1.003
71.392;499447.8;-1.51
71.393;499448;-1.171
71.394;499448.2;-1.238
71.395;499448.4;-1.306
71.396;499448.6;-2.692
71.397;499448.8;-1.799
71.398;499449;-0.784
71.399;499449.2;-1.32
71.4;499449.4;-1.911
71.401;499449.6;-1.857
71.402;499449.8;-1.57
71.403;499450;-1.871
71.404;499450.2;-1.624
71.405;499450.4;-1.994
71.406;499450.6;-1.843
71.407;499450.8;-1.693
71.408;499451;-1.025
71.409;499451.2;-1.407
71.41;499451.4;-1.267
71.411;499451.6;-0.894
71.412;499451.8;-2.715
71.413;499452;-1.454
71.414;499452.2;-1.156
71.415;499452.4;-1.058
71.416;499452.6;-1.328
71.417;499452.8;-1.058
71.418;499453;-1.325
71.419;499453.2;-1.592
71.42;499453.4;-1.346
71.421;499453.6;-1.058
71.422;499453.8;-0.566
71.423;499454;-1.098
71.424;499454.2;-0.87
71.425;499454.4;-0.476
71.426;499454.6;-0.4
71.427;499454.8;0.115
71.428;499455;1.254
71.429;499455.2;1.072
71.43;499455.4;0.777
71.431;499455.6;0.789
71.432;499455.8;0.801
71.433;499456;1.252
71.434;499456.2;1.455
71.435;499456.4;1.701
71.436;499456.6;1.623
71.437;499456.8;1.576
71.438;499457;1.795
71.439;499457.2;1.826
71.44;499457.4;1.709
71.441;499457.6;1.386
71.442;499457.8;1.489
71.443;499458;1.076
71.444;499458.2;0.662
71.445;499458.4;1.076
71.446;499458.6;0.905
71.447;499458.8;1.027
71.448;499459;0.94
71.449;499459.2;0.985
71.45;499459.4;1.42
71.451;499459.6;0.193
71.452;499459.8;1.146
71.453;499460;1.11
71.454;499460.2;1.036
71.455;499460.4;1.096
71.456;499460.6;1.156
71.457;499460.8;0.694
71.458;499461;0.515
71.459;499461.2;0.929
71.46;499461.4;0.757
71.461;499461.6;0.724
71.462;499461.8;1.326
71.463;499462;1.034
71.464;499462.2;1.353
71.465;499462.4;1.277
71.466;499462.6;0.15
71.467;499462.8;0.26
71.468;499463;0.37
71.469;499463.2;-0.356
71.47;499463.4;0.473
71.471;499463.6;0.692
71.472;499463.8;-0.33
71.473;499464;0.269
71.474;499464.2;1.052
71.475;499464.4;1.117
71.476;499464.6;1.581
71.477;499464.8;1.905
71.478;499465;1.575
71.479;499465.2;1.507
71.48;499465.4;1.439
71.481;499465.6;1.271
71.482;499465.8;1.9
71.483;499465.9;1.52
71.484;499466.1;2.061
71.485;499466.3;1.689
71.486;499466.5;1.951
71.487;499466.7;1.883
71.488;499466.9;2.203
71.489;499467.1;2.054
71.49;499467.3;1.887
71.491;499467.5;1.544
71.492;499467.7;1.202
71.493;499467.9;-2.739
71.494;499468.1;-1.413
71.495;499468.3;-1.197
71.496;499468.5;-1.194
71.497;499468.7;-0.609
71.498;499468.9;-0.239
71.499;499469.1;-0.625
71.5;499469.3;-1.448
71.501;499469.5;-0.56
71.502;499469.7;-0.5
71.503;499469.9;-0.801
71.504;499470.1;-1.102
71.505;499470.3;-1.947
71.506;499470.5;-0.567
71.507;499470.7;-0.261
71.508;499470.9;0.159
71.509;499471.1;-0.394
71.51;499471.3;-0.641
71.511;499471.5;-0.329
71.512;499471.7;-0.567
71.513;499471.9;-0.975
71.514;499472.1;-1.597
71.515;499472.3;-2.049
71.516;499472.5;-2.024
71.517;499472.7;-1.999
71.518;499472.9;-1.91
71.519;499473.1;-1.914
71.52;499473.3;-0.937
71.521;499473.5;-1.034
71.522;499473.7;-0.406
71.523;499473.9;0.007
71.524;499474.1;-0.223
71.525;499474.3;-0.847
71.526;499474.5;-1.07
71.527;499474.7;-1.684
71.528;499474.9;-1.717
71.529;499475.1;-1.749
71.53;499475.3;-0.772
71.531;499475.5;-0.779
71.532;499475.7;0.087
71.533;499475.9;-0.084
71.534;499476.1;0.367
71.535;499476.3;0.411
71.536;499476.5;-0.14
71.537;499476.7;-0.484
71.538;499476.9;-0.906
71.539;499477.1;-1.243
71.54;499477.3;-1.079
71.541;499477.5;-0.915
71.542;499477.7;0.315
71.543;499477.9;0.408
71.544;499478.1;1.01
71.545;499478.3;0.65
71.546;499478.5;0.651
71.547;499478.7;-0.041
71.548;499478.9;-0.193
71.549;499479.1;0.049
71.55;499479.3;-0.083
71.551;499479.5;0.016
71.552;499479.7;0.088
71.553;499479.9;0.159
71.554;499480.1;0.159
71.555;499480.3;0.333
71.556;499480.5;0.415
71.557;499480.7;1.148
71.558;499480.9;0.145
71.559;499481.1;-0.736
71.56;499481.3;-0.06
71.561;499481.5;0.815
71.562;499481.7;0.219
71.563;499481.9;0.006
71.564;499482.1;-0.079
71.565;499482.3;-0.163
71.566;499482.5;-0.901
71.567;499482.7;0.446
71.568;499482.9;0.291
71.569;499483.1;-0.366
71.57;499483.3;-0.88
71.571;499483.5;-0.788
71.572;499483.7;-0.739
71.573;499483.9;-0.386
71.574;499484.1;0.239
71.575;499484.2;-4.638
71.576;499484.4;-3.016
71.577;499484.6;-1.395
71.578;499484.8;-0.807
71.579;499485;-0.501
71.58;499485.2;-1.08
71.581;499485.4;-0.951
71.582;499485.6;-0.099
71.583;499485.8;-1.473
71.584;499486;-0.134
71.585;499486.2;0.205
71.586;499486.4;0.413
71.587;499486.6;-0.519
71.588;499486.8;-0.607
71.589;499487;-0.695
71.59;499487.2;-0.756
71.591;499487.4;-0.323
71.592;499487.6;-0.654
71.593;499487.8;-0.809
71.594;499488;-1.707
71.595;499488.2;-0.127
71.596;499488.4;0.095
71.597;499488.6;-1.485
71.598;499488.8;-1.283
71.599;499489;-1.223
71.6;499489.2;-1.279
71.601;499489.4;-1.235
71.602;499489.6;-1.19
71.603;499489.8;-1.024
71.604;499490;0.224
71.605;499490.2;-0.013
71.606;499490.4;-0.462
71.607;499490.6;-1.054
71.608;499490.8;-1.468
71.609;499491;-1.307
71.61;499491.2;-0.54
71.611;499491.4;-1.025
71.612;499491.6;-1.711
71.613;499491.8;-1.628
71.614;499492;-1.545
71.615;499492.2;-1.394
71.616;499492.4;-1.216
71.617;499492.6;-1.202
71.618;499492.8;-1.259
71.619;499493;-0.853
71.62;499493.2;-1.228
71.621;499493.4;-1.099
71.622;499493.6;-0.867
71.623;499493.8;-0.81
71.624;499494;-0.877
71.625;499494.2;-0.964
71.626;499494.4;-1.05
71.627;499494.6;0.163
71.628;499494.8;0.508
71.629;499495;0.645
71.63;499495.2;0.7
71.631;499495.4;0.837
71.632;499495.6;0.618
71.633;499495.8;-1.211
71.634;499496;-1.102
71.635;499496.2;-0.867
71.636;499496.4;-0.829
71.637;499496.6;-0.709
71.638;499496.8;-0.59
71.639;499497;1.848
71.64;499497.2;1.687
71.641;499497.4;1.516
71.642;499497.6;1.551
71.643;499497.8;1.559
71.644;499498;1.511
71.645;499498.2;1.807
71.646;499498.4;2.035
71.647;499498.6;1.752
71.648;499498.8;1.579
71.649;499499;1.794
71.65;499499.2;2.008
71.651;499499.4;1.97
71.652;499499.6;2.758
71.653;499499.8;2.826
71.654;499500;1.661
71.655;499500.2;0.808
71.656;499500.4;-0.769
71.657;499500.6;-1.507
71.658;499500.8;-0.199
71.659;499501;0.071
71.66;499501.2;0.578
71.661;499501.4;0.414
71.662;499501.6;0.25
71.663;499501.8;0.193
71.664;499502;0.124
71.665;499502.2;0.941
71.666;499502.4;0.591
71.667;499502.6;-0.356
71.668;499502.7;0.085
71.669;499502.9;0.282
71.67;499503.1;-0.141
71.671;499503.3;-0.156
71.672;499503.5;-0.137
71.673;499503.7;-0.231
71.674;499503.9;-0.326
71.675;499504.1;-0.118
71.676;499504.3;-0.593
71.677;499504.5;-0.922
71.678;499504.7;-0.57
71.679;499504.9;-0.278
71.68;499505.1;-0.697
71.681;499505.3;-0.411
71.682;499505.5;0.561
71.683;499505.7;0.974
71.684;499505.9;0.32
71.685;499506.1;0.3
71.686;499506.3;0.648
71.687;499506.5;0.997
71.688;499506.7;0.422
71.689;499506.9;-0.062
71.69;499507.1;0.427
71.691;499507.3;0.601
71.692;499507.5;-1.463
71.693;499507.7;-1.27
71.694;499507.9;-0.8
71.695;499508.1;-1.003
71.696;499508.3;-1.295
71.697;499508.5;-1.376
71.698;499508.7;-1.421
71.699;499508.9;-1.465
71.7;499509.1;-0.935
71.701;499509.3;-0.542
71.702;499509.5;0.686
71.703;499509.7;-0.199
71.704;499509.9;-0.471
71.705;499510.1;-0.728
71.706;499510.3;-0.71
71.707;499510.5;-1.316
71.708;499510.7;-0.811
71.709;499510.9;-0.824
71.71;499511.1;-1.314
71.711;499511.3;-1.804
71.712;499511.5;-0.824
71.713;499511.7;-0.744
71.714;499511.9;-0.532
71.715;499512.1;-0.856
71.716;499512.3;-1.076
71.717;499512.5;-0.484
71.718;499512.7;-0.863
71.719;499512.9;-1.162
71.72;499513.1;-1.288
71.721;499513.3;-1.745
71.722;499513.5;-1.701
71.723;499513.7;-1.658
71.724;499513.9;-0.963
71.725;499514.1;-0.046
71.726;499514.3;-1.367
71.727;499514.5;-2.649
71.728;499514.7;-1.634
71.729;499514.9;-0.882
71.73;499515.1;-1.437
71.731;499515.3;-1.267
71.732;499515.5;-4.476
71.733;499515.7;-1.733
71.734;499515.9;-1.583
71.735;499516.1;-1.433
71.736;499516.3;-1.408
71.737;499516.5;-2.12
71.738;499516.7;-2.133
71.739;499516.9;-1.453
71.74;499517.1;-1.416
71.741;499517.3;-0.98
71.742;499517.5;-1.098
71.743;499517.7;-1.378
71.744;499517.9;-0.345
71.745;499518.1;-1.27
71.746;499518.3;-1.268
71.747;499518.5;-1.265
71.748;499518.7;-1.264
71.749;499518.9;-1.194
71.75;499519.1;-0.204
71.751;499519.3;-0.21
71.752;499519.5;-0.103
71.753;499519.7;-0.065
71.754;499519.9;0.367
71.755;499520.1;0.15
71.756;499520.3;0.202
71.757;499520.5;-1.547
71.758;499520.7;-0.655
71.759;499520.9;0.236
71.76;499521;-1.77
71.761;499521.2;0.642
71.762;499521.4;1.526
71.763;499521.6;2.113
71.764;499521.8;1.855
71.765;499522;1.676
71.766;499522.2;1.727
71.767;499522.4;1.737
71.768;499522.6;1.905
71.769;499522.8;1.685
71.77;499523;1.752
71.771;499523.2;1.93
71.772;499523.4;2.108
71.773;499523.6;1.54
71.774;499523.8;1.468
71.775;499524;1.671
71.776;499524.2;1.778
71.777;499524.4;1.439
71.778;499524.6;1.686
71.779;499524.8;1.413
71.78;499525;2.287
71.781;499525.2;2.374
71.782;499525.4;2.088
71.783;499525.6;2.111
71.784;499525.8;2.135
71.785;499526;1.568
71.786;499526.2;1.918
71.787;499526.4;1.894
71.788;499526.6;1.662
71.789;499526.8;2.125
71.79;499527;2.332
71.791;499527.2;1.382
71.792;499527.4;0.3
71.793;499527.6;-0.554
71.794;499527.8;0.259
71.795;499528;-0.152
71.796;499528.2;-0.564
71.797;499528.4;0.313
71.798;499528.6;0.461
71.799;499528.8;-0.055
71.8;499529;0.014
71.801;499529.2;-0.045
71.802;499529.4;0.011
71.803;499529.6;-0.041
71.804;499529.8;0.11
71.805;499530;0.074
71.806;499530.2;-0.641
71.807;499530.4;-0.482
71.808;499530.6;-0.324
71.809;499530.8;-0.692
71.81;499531;-1.039
71.811;499531.2;-2.537
71.812;499531.4;-1.685
71.813;499531.6;-1.016
71.814;499531.8;1.381
71.815;499532;1.939
71.816;499532.2;1.248
71.817;499532.4;1.47
71.818;499532.6;1.975
71.819;499532.8;1.82
71.82;499533;1.665
71.821;499533.2;1.913
71.822;499533.4;1.513
71.823;499533.6;1.779
71.824;499533.8;1.609
71.825;499534;1.29
71.826;499534.2;1.771
71.827;499534.4;1.425
71.828;499534.6;1.689
71.829;499534.8;1.345
71.83;499535;1.575
71.831;499535.2;1.724
71.832;499535.4;1.873
71.833;499535.6;2.269
71.834;499535.8;1.895
71.835;499536;1.865
71.836;499536.2;1.666
71.837;499536.4;1.65
71.838;499536.6;2.036
71.839;499536.8;1.736
71.84;499537;0.88
