AdjDepth;Time;Ti
62.111;497083.4;1.575
62.112;497083.6;1.103
62.113;497083.7;0.631
62.114;497083.9;0.818
62.115;497084.1;0.677
62.116;497084.2;0.339
62.117;497084.4;0.864
62.118;497084.6;0.371
62.119;497084.7;-0.122
62.12;497084.9;-0.419
62.121;497085.1;0.959
62.122;497085.2;0.66
62.123;497085.4;0.384
62.124;497085.6;0.109
62.125;497085.7;0.034
62.126;497085.9;-0.145
62.127;497086.1;0.087
62.128;497086.2;0.727
62.129;497086.4;0.62
62.13;497086.6;0.513
62.131;497086.7;1.058
62.132;497086.9;1.114
62.133;497087.1;0.73
62.134;497087.2;0.732
62.135;497087.4;0.733
62.136;497087.6;-0.243
62.137;497087.7;-0.194
62.138;497087.9;-0.249
62.139;497088.1;-0.407
62.14;497088.2;-0.152
62.141;497088.4;0.103
62.142;497088.6;0.142
62.143;497088.7;0.776
62.144;497088.9;0.345
62.145;497089.1;0.097
62.146;497089.2;-0.15
62.147;497089.4;-0.594
62.148;497089.6;-0.449
62.149;497089.7;-1.116
62.15;497089.9;-0.711
62.151;497090.1;-0.94
62.152;497090.2;-1.17
62.153;497090.4;-0.306
62.154;497090.6;-0.788
62.155;497090.7;-1.38
62.156;497090.9;-1.173
62.157;497091.1;-0.967
62.158;497091.2;-1.074
62.159;497091.4;-2.033
62.16;497091.6;-1.745
62.161;497091.7;-1.752
62.162;497091.9;-1.544
62.163;497092.1;-1.337
62.164;497092.2;-1.578
62.165;497092.4;-1.063
62.166;497092.6;-1.552
62.167;497092.7;-1.036
62.168;497092.9;-0.52
62.169;497093.1;-1.039
62.17;497093.2;-0.876
62.171;497093.4;-2.104
62.172;497093.6;-1.336
62.173;497093.7;-1.603
62.174;497093.9;-1.87
62.175;497094.1;-1.851
62.176;497094.2;-1.684
62.177;497094.4;-1.633
62.178;497094.6;-1.708
62.179;497094.7;-1.783
62.18;497094.9;-2.34
62.181;497095.1;-2.343
62.182;497095.2;2.056
62.183;497095.4;1.903
62.184;497095.6;1.75
62.185;497095.7;1.211
62.186;497095.9;0.884
62.187;497096.1;1.559
62.188;497096.2;0.765
62.189;497096.4;0.761
62.19;497096.6;0.758
62.191;497096.7;0.634
62.192;497096.9;0.14
62.193;497097.1;0.76
62.194;497097.2;0.657
62.195;497097.4;0.554
62.196;497097.6;0.231
62.197;497097.7;0.387
62.198;497097.9;0.238
62.199;497098.1;0.552
62.2;497098.2;0.792
62.201;497098.4;1.033
62.202;497098.6;1.322
62.203;497098.7;-0.16
62.204;497098.9;0.545
62.205;497099.1;0.659
62.206;497099.2;0.772
62.207;497099.4;1.321
62.208;497099.6;0.785
62.209;497099.7;1.187
62.21;497099.9;0.887
62.211;497100.1;-0.438
62.212;497100.2;-1.764
62.213;497100.4;-0.556
62.214;497100.6;-0.961
62.215;497100.7;-1
62.216;497100.9;-0.503
62.217;497101.1;-0.778
62.218;497101.2;-0.231
62.219;497101.4;0.332
62.22;497101.6;0.405
62.221;497101.7;0.394
62.222;497101.9;0.384
62.223;497102.1;0.518
62.224;497102.2;1.245
62.225;497102.4;0.869
62.226;497102.6;1.305
62.227;497102.7;0.235
62.228;497102.9;0.15
62.229;497103.1;0.152
62.23;497103.2;0.388
62.231;497103.4;0.103
62.232;497103.6;0.195
62.233;497103.7;0.108
62.234;497103.9;0.022
62.235;497104.1;0.146
62.236;497104.2;0.009
62.237;497104.4;0.525
62.238;497104.6;0.577
62.239;497104.7;1.01
62.24;497104.9;0.596
62.241;497105.1;0.767
62.242;497105.2;0.303
62.243;497105.4;-0.222
62.244;497105.6;-0.268
62.245;497105.7;0.072
62.246;497105.9;0.413
62.247;497106.1;0.135
62.248;497106.2;0.798
62.249;497106.4;1.272
62.25;497106.6;1.447
62.251;497106.7;1.587
62.252;497106.9;0.877
62.253;497107.1;0.829
62.254;497107.2;0.531
62.255;497107.4;-0.439
62.256;497107.6;-0.602
62.257;497107.7;-0.764
62.258;497107.9;-0.025
62.259;497108.1;-0.619
62.26;497108.2;-0.772
62.261;497108.4;-0.925
62.262;497108.6;-1.557
62.263;497108.7;-2.917
62.264;497108.9;-2.087
62.265;497109.1;-1.282
62.266;497109.2;-1.014
62.267;497109.4;-1.644
62.268;497109.6;-1.594
62.269;497109.7;-1.544
62.27;497109.9;-1.313
62.271;497110.1;-0.281
62.272;497110.2;-0.668
62.273;497110.4;-1.47
62.274;497110.6;-1.056
62.275;497110.7;-0.741
62.276;497110.9;-0.524
62.277;497111.1;-0.4
62.278;497111.2;-0.443
62.279;497111.4;-0.787
62.28;497111.6;-1.364
62.281;497111.7;-1.942
62.282;497111.9;-2.76
62.283;497112.1;-1.242
62.284;497112.2;-1.75
62.285;497112.4;0.535
62.286;497112.6;0.84
62.287;497112.7;0.967
62.288;497112.9;1.156
62.289;497113.1;0.821
62.29;497113.2;1.567
62.291;497113.4;1.54
62.292;497113.6;1.514
62.293;497113.7;0.292
62.294;497113.9;0.043
62.295;497114.1;0.346
62.296;497114.2;1.005
62.297;497114.4;0.359
62.298;497114.6;-0.025
62.299;497114.7;0.831
62.3;497114.9;0.071
62.301;497115.1;0.269
62.302;497115.2;1.038
62.303;497115.4;1.235
62.304;497115.6;1.433
62.305;497115.7;1.051
62.306;497115.9;0.758
62.307;497116.1;1.228
62.308;497116.2;0.978
62.309;497116.4;0.266
62.31;497116.6;0.298
62.311;497116.7;-0.06
62.312;497116.9;0.254
62.313;497117.1;0.546
62.314;497117.2;1.242
62.315;497117.4;1.771
62.316;497117.6;2.301
62.317;497117.7;1.718
62.318;497117.9;1.97
62.319;497118.1;1.176
62.32;497118.2;0.682
62.321;497118.4;1.157
62.322;497118.6;0.654
62.323;497118.7;1.619
62.324;497118.9;0.763
62.325;497119.1;1.26
62.326;497119.2;1.016
62.327;497119.4;0.771
62.328;497119.6;1.57
62.329;497119.7;1.486
62.33;497119.9;0.191
62.331;497120.1;0.184
62.332;497120.2;0.687
62.333;497120.4;1.356
62.334;497120.6;0.616
62.335;497120.7;0.681
62.336;497120.9;-0.134
62.337;497121.1;-1.518
62.338;497121.2;-1.487
62.339;497121.4;-1.456
62.34;497121.6;-1.604
62.341;497121.7;0.566
62.342;497121.9;-0.38
62.343;497122.1;-0.292
62.344;497122.2;-0.497
62.345;497122.4;-0.468
62.346;497122.6;-0.484
62.347;497122.7;-0.145
62.348;497122.9;0.083
62.349;497123.1;0.411
62.35;497123.2;-0.211
62.351;497123.4;-0.833
62.352;497123.6;-0.323
62.353;497123.7;-1.007
62.354;497123.9;-0.731
62.355;497124.1;-0.756
62.356;497124.2;-0.335
62.357;497124.4;-0.116
62.358;497124.6;-0.564
62.359;497124.7;-0.271
62.36;497124.9;0.379
62.361;497125.1;-0.054
62.362;497125.2;-0.487
62.363;497125.4;-0.279
62.364;497125.6;-0.414
62.365;497125.7;-0.779
62.366;497125.9;-0.558
62.367;497126.1;-0.703
62.368;497126.2;-0.548
62.369;497126.4;-0.387
62.37;497126.6;-0.013
62.371;497126.7;0.094
62.372;497126.9;0.39
62.373;497127.1;0.059
62.374;497127.2;-0.272
62.375;497127.4;0.081
62.376;497127.6;0.707
62.377;497127.7;0.491
62.378;497127.9;-0.184
62.379;497128.1;-0.612
62.38;497128.2;
62.381;497128.4;0.703
62.382;497128.6;0.695
62.383;497128.7;1.094
62.384;497128.9;0.329
62.385;497129.1;0.599
62.386;497129.2;0.868
62.387;497129.4;0.832
62.388;497129.6;0.651
62.389;497129.7;0.699
62.39;497129.9;0.8
62.391;497130.1;0.774
62.392;497130.2;0.964
62.393;497130.4;0.481
62.394;497130.6;0.329
62.395;497130.7;0.044
62.396;497130.9;0.252
62.397;497131.1;0.459
62.398;497131.2;0.314
62.399;497131.4;0.898
62.4;497131.6;0.717
62.401;497131.7;0.425
62.402;497131.9;0.731
62.403;497132.1;0.036
62.404;497132.2;-0.267
62.405;497132.4;-0.465
62.406;497132.6;0.204
62.407;497132.7;-1.472
62.408;497132.9;-1.62
62.409;497133.1;-1.768
62.41;497133.2;-1.432
62.411;497133.4;-2.057
62.412;497133.6;-1.814
62.413;497133.7;-2.117
62.414;497133.9;-0.886
62.415;497134.1;-0.856
62.416;497134.2;1.84
62.417;497134.4;0.824
62.418;497134.6;0.036
62.419;497134.7;0.685
62.42;497134.9;0.484
62.421;497135.1;0.284
62.422;497135.2;0.497
62.423;497135.4;0.613
62.424;497135.6;1.8
62.425;497135.7;1.349
62.426;497135.9;1.329
62.427;497136.1;1.173
62.428;497136.2;1.902
62.429;497136.4;4.44
62.43;497136.6;2.618
62.431;497136.7;1.753
62.432;497136.9;0.888
62.433;497137.1;0.974
62.434;497137.2;0.9
62.435;497137.4;2.594
62.436;497137.6;1.04
62.437;497137.7;1.674
62.438;497137.9;1.088
62.439;497138.1;0.501
62.44;497138.2;0.288
62.441;497138.4;1.148
62.442;497138.6;3.819
62.443;497138.7;4.161
62.444;497138.9;4.502
62.445;497139.1;
62.446;497139.2;0.911
62.447;497139.4;-1.072
62.448;497139.6;-0.46
62.449;497139.7;1.037
62.45;497139.9;1.582
62.451;497140.1;1.717
62.452;497140.2;1.43
62.453;497140.4;0.993
62.454;497140.6;0.834
62.455;497140.7;0.675
62.456;497140.9;1.037
62.457;497141.1;1.333
62.458;497141.2;1.021
62.459;497141.4;1.271
62.46;497141.6;1.261
62.461;497141.7;1.099
62.462;497141.9;1.327
62.463;497142.1;1.025
62.464;497142.2;0.652
62.465;497142.4;-0.046
62.466;497142.6;0.16
62.467;497142.7;0.366
62.468;497142.9;0.977
62.469;497143.1;0.348
62.47;497143.2;0.816
62.471;497143.4;1.136
62.472;497143.6;0.887
62.473;497143.7;0.481
62.474;497143.9;0.32
62.475;497144.1;0.323
62.476;497144.2;0.556
62.477;497144.4;1.386
62.478;497144.6;1.136
62.479;497144.7;0.886
62.48;497144.9;1.151
62.481;497145.1;-0.053
62.482;497145.2;-0.496
62.483;497145.4;-1.138
62.484;497145.6;1.402
62.485;497145.7;0.152
62.486;497145.9;-0.202
62.487;497146.1;0.756
62.488;497146.2;0.406
62.489;497146.4;0.728
62.49;497146.6;1.05
62.491;497146.7;0.153
62.492;497146.9;-0.086
62.493;497147.1;0.147
62.494;497147.2;-0.042
62.495;497147.4;0.028
62.496;497147.6;0.871
62.497;497147.7;-0.552
62.498;497147.9;0.24
62.499;497148.1;0.555
62.5;497148.2;0.493
62.501;497148.4;-0.359
62.502;497148.6;-1.21
62.503;497148.7;-0.596
62.504;497148.9;0.183
62.505;497149.1;0.053
62.506;497149.2;-0.971
62.507;497149.4;-1.166
62.508;497149.6;0.531
62.509;497149.7;0.086
62.51;497149.9;0.038
62.511;497150.1;0.921
62.512;497150.2;0.166
62.513;497150.4;0.083
62.514;497150.5;-0.001
62.515;497150.7;0.125
62.516;497150.9;0.822
62.517;497151;0.245
62.518;497151.2;-1.889
62.519;497151.4;-0.916
62.52;497151.5;0.028
62.521;497151.7;-0.078
62.522;497151.9;0.017
62.523;497152;0.776
62.524;497152.2;0.188
62.525;497152.4;-0.4
62.526;497152.5;0
62.527;497152.7;-0.349
62.528;497152.9;0.365
62.529;497153;0.171
62.53;497153.2;-0.878
62.531;497153.4;0.062
62.532;497153.5;0.914
62.533;497153.7;0.02
62.534;497153.9;0.654
62.535;497154;-0.204
62.536;497154.2;-0.71
62.537;497154.4;-1.215
62.538;497154.5;0.512
62.539;497154.7;0.53
62.54;497154.9;1.085
62.541;497155;0.331
62.542;497155.2;1.045
62.543;497155.4;0.962
62.544;497155.5;0.857
62.545;497155.7;0.194
62.546;497155.9;0.685
62.547;497156;0.99
62.548;497156.2;1.004
62.549;497156.4;1.017
62.55;497156.5;-0.078
62.551;497156.7;0.622
62.552;497156.9;0.973
62.553;497157;0.766
62.554;497157.2;-0.205
62.555;497157.4;0.598
62.556;497157.5;0.216
62.557;497157.7;0.238
62.558;497157.9;0.848
62.559;497158;0.468
62.56;497158.2;0.089
62.561;497158.4;0.815
62.562;497158.5;0.654
62.563;497158.7;0.574
62.564;497158.9;0.09
62.565;497159;0.756
62.566;497159.2;-1.957
62.567;497159.4;-0.418
62.568;497159.5;-1.18
62.569;497159.7;-0.581
62.57;497159.9;-1.247
62.571;497160;-1.121
62.572;497160.2;-0.995
62.573;497160.4;-0.958
62.574;497160.5;-1.579
62.575;497160.7;-0.127
62.576;497160.9;0.895
62.577;497161;-0.512
62.578;497161.2;-0.472
62.579;497161.4;-1.598
62.58;497161.5;-1.183
62.581;497161.7;-0.622
62.582;497161.9;0.05
62.583;497162;-0.253
62.584;497162.2;-0.555
62.585;497162.4;-0.749
62.586;497162.5;-0.33
62.587;497162.7;-0.98
62.588;497162.9;-0.878
62.589;497163;-1.226
62.59;497163.2;-1.145
62.591;497163.4;-1.487
62.592;497163.5;-1.572
62.593;497163.7;-0.791
62.594;497163.9;-0.647
62.595;497164;-0.503
62.596;497164.2;-2.403
62.597;497164.4;-1.612
62.598;497164.5;-1.185
62.599;497164.7;-1.666
62.6;497164.9;-0.69
62.601;497165;-1.328
62.602;497165.2;-0.773
62.603;497165.4;-1.4
62.604;497165.5;-1.042
62.605;497165.7;-0.431
62.606;497165.9;-1.061
62.607;497166;-1.692
62.608;497166.2;-2.328
62.609;497166.4;-1.023
62.61;497166.5;-1.296
62.611;497166.7;0.089
62.612;497166.9;0.204
62.613;497167;0.013
62.614;497167.2;-0.882
62.615;497167.4;-0.624
62.616;497167.5;0.544
62.617;497167.7;0.162
62.618;497167.9;-0.081
62.619;497168;-0.323
62.62;497168.2;-0.997
62.621;497168.4;-0.763
62.622;497168.5;-0.864
62.623;497168.7;-0.729
62.624;497168.9;-0.861
62.625;497169;-0.399
62.626;497169.2;0.662
62.627;497169.4;1.431
62.628;497169.5;1.423
62.629;497169.7;0.975
62.63;497169.9;0.527
62.631;497170;1.232
62.632;497170.2;1.341
62.633;497170.4;0.737
62.634;497170.5;1.969
62.635;497170.7;1.663
62.636;497170.9;0.802
62.637;497171;-0.063
62.638;497171.2;0.77
62.639;497171.4;-0.293
62.64;497171.5;0.745
62.641;497171.7;0.563
62.642;497171.9;0.381
62.643;497172;0.637
62.644;497172.2;0.328
62.645;497172.4;1.135
62.646;497172.5;1.495
62.647;497172.7;0.473
62.648;497172.9;0.915
62.649;497173;1.051
62.65;497173.2;0.827
62.651;497173.4;1.24
62.652;497173.5;-0.205
62.653;497173.7;0.363
62.654;497173.9;0.931
62.655;497174;1.335
62.656;497174.2;1.424
62.657;497174.4;1.528
62.658;497174.5;1.464
62.659;497174.7;0.047
62.66;497174.9;1.072
62.661;497175;1.864
62.662;497175.2;1.307
62.663;497175.4;0.915
62.664;497175.5;0.664
62.665;497175.7;0.412
62.666;497175.9;0.518
62.667;497176;0.719
62.668;497176.2;0.89
62.669;497176.4;1.509
62.67;497176.5;0.54
62.671;497176.7;0.226
62.672;497176.9;0.884
62.673;497177;1.018
62.674;497177.2;0.806
62.675;497177.4;0.617
62.676;497177.5;0.205
62.677;497177.7;-0.206
62.678;497177.9;0.419
62.679;497178;0.111
62.68;497178.2;-0.302
62.681;497178.4;-0.472
62.682;497178.5;0.517
62.683;497178.7;0.7
62.684;497178.9;0.369
62.685;497179;0.696
62.686;497179.2;-0.059
62.687;497179.4;0.34
62.688;497179.5;0.595
62.689;497179.7;0.849
62.69;497179.9;0.244
62.691;497180;0.801
62.692;497180.2;0.052
62.693;497180.4;0.452
62.694;497180.5;0.486
62.695;497180.7;-0.004
62.696;497180.9;0.003
62.697;497181;0.377
62.698;497181.2;0.157
62.699;497181.4;-0.034
62.7;497181.5;-0.226
62.701;497181.7;0.277
62.702;497181.9;-0.221
62.703;497182;0.673
62.704;497182.2;-0.522
62.705;497182.4;-0.855
62.706;497182.5;0.253
62.707;497182.7;-0.542
62.708;497182.9;0.239
62.709;497183;0.646
62.71;497183.2;0.152
62.711;497183.4;0.063
62.712;497183.5;-0.025
62.713;497183.7;0.026
62.714;497183.9;1.11
62.715;497184;-0.248
62.716;497184.2;-0.64
62.717;497184.4;0.416
62.718;497184.5;-0.687
62.719;497184.7;-2.403
62.72;497184.9;0.535
62.721;497185;0.547
62.722;497185.2;0.421
62.723;497185.4;0.295
62.724;497185.5;0.613
62.725;497185.7;0.462
62.726;497185.9;-0.084
62.727;497186;-1.124
62.728;497186.2;-0.667
62.729;497186.4;-0.351
62.73;497186.5;-1.108
62.731;497186.7;-2.034
62.732;497186.9;-1.455
62.733;497187;-1.849
62.734;497187.2;-2.178
62.735;497187.4;-2.508
62.736;497187.5;-1.087
62.737;497187.7;-2.133
62.738;497187.9;-2.403
62.739;497188;-3.266
62.74;497188.2;-1.175
62.741;497188.4;-1.189
62.742;497188.5;-1.971
62.743;497188.7;-1.299
62.744;497188.9;-1.423
62.745;497189;-1.653
62.746;497189.2;-1.646
62.747;497189.4;-1.638
62.748;497189.5;-1.586
62.749;497189.7;-1.734
62.75;497189.9;-1.472
62.751;497190;-1.102
62.752;497190.2;-2.322
62.753;497190.4;-2.414
62.754;497190.5;-1.564
62.755;497190.7;-1.004
62.756;497190.9;-1.797
62.757;497191;-1.347
62.758;497191.2;-0.897
62.759;497191.4;1.103
62.76;497191.5;-0.172
62.761;497191.7;-0.369
62.762;497191.9;0.144
62.763;497192;-0.533
62.764;497192.2;-1.418
62.765;497192.4;0.397
62.766;497192.5;-0.454
62.767;497192.7;-1.306
62.768;497192.9;-0.196
62.769;497193;-0.446
62.77;497193.2;-0.697
62.771;497193.4;-1.579
62.772;497193.5;0.062
62.773;497193.7;-1.381
62.774;497193.9;-1.104
62.775;497194;-1.421
62.776;497194.2;-0.326
62.777;497194.4;-0.205
62.778;497194.5;-1.976
62.779;497194.7;-2.017
62.78;497194.9;-0.79
62.781;497195;0.219
62.782;497195.2;1.228
62.783;497195.4;-2.009
62.784;497195.5;0.046
62.785;497195.7;0.338
62.786;497195.9;0.127
62.787;497196;-0.019
62.788;497196.2;0.847
62.789;497196.4;0.285
62.79;497196.5;-0.09
62.791;497196.7;-0.004
62.792;497196.9;0.22
62.793;497197;0.443
62.794;497197.2;0.207
62.795;497197.4;0.526
62.796;497197.5;0.569
62.797;497197.7;0.766
62.798;497197.9;0.37
62.799;497198;1.482
62.8;497198.2;0.359
62.801;497198.4;0.757
62.802;497198.5;0.823
62.803;497198.7;1.108
62.804;497198.9;1.254
62.805;497199;1.4
62.806;497199.2;1.243
62.807;497199.4;-0.208
62.808;497199.5;-0.512
62.809;497199.7;-1.161
62.81;497199.9;-0.822
62.811;497200;-0.644
62.812;497200.2;-0.437
62.813;497200.4;-0.27
62.814;497200.5;0.242
62.815;497200.7;-0.104
62.816;497200.9;0.024
62.817;497201;0.152
62.818;497201.2;-0.15
62.819;497201.4;-0.168
62.82;497201.5;-0.053
62.821;497201.7;-0.457
62.822;497201.9;-0.438
62.823;497202;-0.611
62.824;497202.2;0.698
62.825;497202.4;0.629
62.826;497202.5;0.402
62.827;497202.7;0.378
62.828;497202.9;0.355
62.829;497203;1.088
62.83;497203.2;0.639
62.831;497203.4;0.254
62.832;497203.5;0.163
62.833;497203.7;0.719
62.834;497203.9;0.744
62.835;497204;0.119
62.836;497204.2;-0.276
62.837;497204.4;0.308
62.838;497204.5;-0.578
62.839;497204.7;-0.254
62.84;497204.9;0.07
62.841;497205;0.028
62.842;497205.2;0.904
62.843;497205.4;0.586
62.844;497205.5;0.388
62.845;497205.7;-0.175
62.846;497205.9;0.479
62.847;497206;-0.127
62.848;497206.2;0.332
62.849;497206.4;0.068
62.85;497206.5;-0.295
62.851;497206.7;0.1
62.852;497206.9;0.495
62.853;497207;-0.089
62.854;497207.2;0.223
62.855;497207.4;-0.421
62.856;497207.5;-0.123
62.857;497207.7;0.35
62.858;497207.9;0.156
62.859;497208;0.232
62.86;497208.2;0.497
62.861;497208.4;0.78
62.862;497208.5;0.477
62.863;497208.7;0.173
62.864;497208.9;0.431
62.865;497209;0.471
62.866;497209.2;0.872
62.867;497209.4;0.139
62.868;497209.5;-0.037
62.869;497209.7;0.101
62.87;497209.9;0.743
62.871;497210;0.564
62.872;497210.2;-0.105
62.873;497210.4;0.491
62.874;497210.5;0.822
62.875;497210.7;1.153
62.876;497210.9;0.125
62.877;497211;-0.07
62.878;497211.2;0.469
62.879;497211.4;-0.076
62.88;497211.5;-0.735
62.881;497211.7;-1.141
62.882;497211.9;-0.56
62.883;497212;-0.179
62.884;497212.2;-0.419
62.885;497212.4;-0.509
62.886;497212.5;-1.41
62.887;497212.7;-2.311
62.888;497212.9;-2.616
62.889;497213;-5.125
62.89;497213.2;-4.785
62.891;497213.4;-2.41
62.892;497213.5;-1.619
62.893;497213.7;-0.023
62.894;497213.9;0.667
62.895;497214;0.053
62.896;497214.2;-1.007
62.897;497214.4;-0.634
62.898;497214.5;-0.262
62.899;497214.7;-0.93
62.9;497214.9;1.049
62.901;497215;-1.247
62.902;497215.2;-2.173
62.903;497215.4;0.47
62.904;497215.5;-0.155
62.905;497215.7;-0.985
62.906;497215.9;-1.045
62.907;497216;0.17
62.908;497216.2;-0.653
62.909;497216.4;-1.036
62.91;497216.5;-1.418
62.911;497216.7;-0.317
62.912;497216.9;-0.655
62.913;497217;-1.284
62.914;497217.2;-0.651
62.915;497217.4;-1.141
62.916;497217.5;-2.615
62.917;497217.7;-0.973
62.918;497217.9;-0.393
62.919;497218;-0.841
62.92;497218.2;-0.515
62.921;497218.4;-1.155
62.922;497218.5;-1.796
62.923;497218.7;0.387
62.924;497218.9;0.814
62.925;497219;1.274
62.926;497219.2;-0.054
62.927;497219.4;0.867
62.928;497219.5;1.113
62.929;497219.7;0.12
62.93;497219.9;0.023
62.931;497220;-0.735
62.932;497220.2;-0.75
62.933;497220.4;-0.764
62.934;497220.5;-2.912
62.935;497220.7;-1.448
62.936;497220.9;-0.718
62.937;497221;-0.359
62.938;497221.2;0.784
62.939;497221.4;1.002
62.94;497221.5;-0.161
62.941;497221.7;0.2
62.942;497221.9;-0.115
62.943;497222;0.198
62.944;497222.2;-0.109
62.945;497222.4;-0.415
62.946;497222.5;-2.621
62.947;497222.7;-0.165
62.948;497222.9;1.181
62.949;497223;0.426
62.95;497223.2;0.679
62.951;497223.4;0.628
62.952;497223.5;-0.648
62.953;497223.7;0.053
62.954;497223.9;0.726
62.955;497224;1.057
62.956;497224.2;1.269
62.957;497224.4;1.481
62.958;497224.5;1.558
62.959;497224.7;0.438
62.96;497224.9;1.243
62.961;497225;1.268
62.962;497225.2;0.718
62.963;497225.4;0.918
62.964;497225.5;0.669
62.965;497225.7;0.245
62.966;497225.9;0.889
62.967;497226;0.472
62.968;497226.2;0.055
62.969;497226.4;1.051
62.97;497226.5;0.798
62.971;497226.7;-0.003
62.972;497226.9;0.197
62.973;497227;-0.101
62.974;497227.2;0.556
62.975;497227.4;0.27
62.976;497227.5;0.066
62.977;497227.7;0.128
62.978;497227.9;-0.233
62.979;497228;-0.183
62.98;497228.2;-0.134
62.981;497228.4;-0.258
62.982;497228.5;-0.274
62.983;497228.7;0.283
62.984;497228.9;0.76
62.985;497229;0.358
62.986;497229.2;0.921
62.987;497229.4;1.251
62.988;497229.5;0.15
62.989;497229.7;0.589
62.99;497229.9;0.754
62.991;497230;0.92
62.992;497230.2;0.558
62.993;497230.4;0.189
62.994;497230.5;0.804
62.995;497230.7;0.716
62.996;497230.9;0.584
62.997;497231;1.024
62.998;497231.2;0.521
62.999;497231.3;0.777
63;497231.5;0.918
63.001;497231.7;0.224
63.002;497231.8;0.286
63.003;497232;0.349
63.004;497232.2;0.369
63.005;497232.3;-0.011
63.006;497232.5;-1.272
63.007;497232.7;0.267
63.008;497232.8;-0.053
63.009;497233;0.834
63.01;497233.2;0.3
63.011;497233.3;-0.046
63.012;497233.5;0.094
63.013;497233.7;0.754
63.014;497233.8;0.598
63.015;497234;0.441
63.016;497234.2;0.763
63.017;497234.3;-0.825
63.018;497234.5;0.55
63.019;497234.7;0.825
63.02;497234.8;0.915
63.021;497235;0.307
63.022;497235.2;0.668
63.023;497235.3;0.513
63.024;497235.5;0.387
63.025;497235.7;0.112
63.026;497235.8;-0.162
63.027;497236;0.443
63.028;497236.2;1.101
63.029;497236.3;0.91
63.03;497236.5;0.528
63.031;497236.7;0.685
63.032;497236.8;0.025
63.033;497237;-0.833
63.034;497237.2;0.307
63.035;497237.3;0.547
63.036;497237.5;0.779
63.037;497237.7;0.757
63.038;497237.8;0.734
63.039;497238;-0.422
63.04;497238.2;0.307
63.041;497238.3;-0.719
63.042;497238.5;0.662
63.043;497238.7;0.543
63.044;497238.8;0.365
63.045;497239;-0.299
63.046;497239.2;0.034
63.047;497239.3;-0.521
63.048;497239.5;-1.944
63.049;497239.7;-1.594
63.05;497239.8;-1.244
63.051;497240;-0.925
63.052;497240.2;-1.816
63.053;497240.3;-2.77
63.054;497240.5;-3.183
63.055;497240.7;-3.856
63.056;497240.8;-3.825
63.057;497241;-4.116
63.058;497241.2;-4.859
63.059;497241.3;-5.356
63.06;497241.5;-3.712
63.061;497241.7;-2.068
63.062;497241.8;-0.199
63.063;497242;0.605
63.064;497242.2;-0.078
63.065;497242.3;0.129
63.066;497242.5;-0.115
63.067;497242.7;-0.87
63.068;497242.8;0.6
63.069;497243;0.381
63.07;497243.2;0.189
63.071;497243.3;-0.372
63.072;497243.5;-0.561
63.073;497243.7;-0.749
63.074;497243.8;-0.158
63.075;497244;-0.91
63.076;497244.2;-2.044
63.077;497244.3;-0.773
63.078;497244.5;-0.113
63.079;497244.7;-0.04
63.08;497244.8;-0.118
63.081;497245;0.727
63.082;497245.2;0.094
63.083;497245.3;0.012
63.084;497245.5;0.009
63.085;497245.7;0.006
63.086;497245.8;0.351
63.087;497246;-0.11
63.088;497246.2;-0.032
63.089;497246.3;-0.894
63.09;497246.5;-0.836
63.091;497246.7;0.86
63.092;497246.8;0.105
63.093;497247;0.549
63.094;497247.2;-0.107
63.095;497247.3;-0.04
63.096;497247.5;0.026
63.097;497247.7;-0.497
63.098;497247.8;-0.089
63.099;497248;0.362
63.1;497248.2;1.558
63.101;497248.3;0.945
63.102;497248.5;0.469
63.103;497248.7;0.654
63.104;497248.8;0.547
63.105;497249;-1.461
63.106;497249.2;0.883
63.107;497249.3;1.008
63.108;497249.5;1.133
63.109;497249.7;0.21
63.11;497249.8;0.736
63.111;497250;-1.311
63.112;497250.2;-0.307
63.113;497250.3;0.125
63.114;497250.5;-1.144
63.115;497250.7;-1.411
63.116;497250.8;-1.356
63.117;497251;-1.006
63.118;497251.2;-0.589
63.119;497251.3;0.046
63.12;497251.5;0.68
63.121;497251.7;-1.326
63.122;497251.8;0.693
63.123;497252;-0.696
63.124;497252.2;-0.462
63.125;497252.3;0.422
63.126;497252.5;-0.281
63.127;497252.7;-1.195
63.128;497252.8;0.9
63.129;497253;0.755
63.13;497253.2;0.319
63.131;497253.3;-0.118
63.132;497253.5;0.239
63.133;497253.7;0.037
63.134;497253.8;-0.735
63.135;497254;-0.548
63.136;497254.2;-0.394
63.137;497254.3;-1.18
63.138;497254.5;-0.115
63.139;497254.7;-0.537
63.14;497254.8;0.685
63.141;497255;-0.475
63.142;497255.2;-0.822
63.143;497255.3;-1.168
63.144;497255.5;-0.059
63.145;497255.7;-0.352
63.146;497255.8;-0.306
63.147;497256;0.798
63.148;497256.2;-0.144
63.149;497256.3;-0.643
63.15;497256.5;0.26
63.151;497256.7;0.377
63.152;497256.8;0.1
63.153;497257;-0.303
63.154;497257.2;-0.739
63.155;497257.3;-1.175
63.156;497257.5;-0.228
63.157;497257.7;-0.309
63.158;497257.8;0.221
63.159;497258;-0.244
63.16;497258.2;1.52
63.161;497258.3;2.689
63.162;497258.5;1.107
63.163;497258.7;0.404
63.164;497258.8;0.909
63.165;497259;0.375
63.166;497259.2;-0.158
63.167;497259.3;-0.251
63.168;497259.5;0.532
