"","depth","fit","SD"
"1",73.452,0.917144200186296,0.00453322749155682
"2",73.457,0.917044311275767,0.00443333858102812
"3",73.462,0.916944484517253,0.00433351182251418
"4",73.467,0.916844716128603,0.00423374343386407
"5",73.472,0.916745002327666,0.00413402963292653
"6",73.477,0.91664533933229,0.00403436663755063
"7",73.482,0.916545723360325,0.00393475066558591
"8",73.487,0.91644615062962,0.00383517793488097
"9",73.492,0.916346617358024,0.00373564466328469
"10",73.497,0.916247119763386,0.00363614706864657
"11",73.502,0.916147654063555,0.00353668136881546
"12",73.5069999999999,0.91604821647638,0.00343724378164045
"13",73.5119999999999,0.91594880321971,0.00333783052497061
"14",73.5169999999999,0.915849410511394,0.00323843781665478
"15",73.5219999999999,0.915750034569281,0.00313906187454205
"16",73.5269999999999,0.915650671611221,0.00303969891648204
"17",73.5319999999999,0.915551317855062,0.00294034516032315
"18",73.5369999999999,0.915451969518654,0.00284099682391459
"19",73.5419999999999,0.915352622819845,0.00274165012510552
"20",73.5469999999999,0.915253273976484,0.00264230128174492
"21",73.5519999999999,0.915153919206421,0.00254294651168196
"22",73.5569999999999,0.915054554727505,0.0024435820327654
"23",73.5619999999999,0.914955176757584,0.00234420406284452
"24",73.5669999999999,0.914855781514508,0.00224480881976841
"25",73.5719999999999,0.914756365216125,0.0021453925213859
"26",73.5769999999999,0.914656924080285,0.00204595138554609
"27",73.5819999999999,0.914557454324837,0.00194648163009803
"28",73.5869999999999,0.91445795216763,0.00184697947289125
"29",73.5919999999999,0.914358413826513,0.00174744113177416
"30",73.5969999999999,0.914258835519335,0.00164786282459595
"31",73.6019999999999,0.914159213463945,0.0015482407692059
"32",73.6069999999999,0.914059543878192,0.00144857118345276
"33",73.6119999999999,0.913959822979925,0.00134885028518583
"34",73.6169999999998,0.913860046986993,0.00124907429225418
"35",73.6219999999998,0.913760212117246,0.00114923942250678
"36",73.6269999999998,0.913660314588532,0.00104934189379247
"37",73.6319999999998,0.9135603506187,0.000949377923960659
"38",73.6369999999998,0.913460316425599,0.000849343730859986
"39",73.6419999999998,0.913360208227079,0.000749235532339854
"40",73.6469999999998,0.913260022240988,0.000649049546249336
"41",73.6519999999998,0.913159754685176,0.000548781990436953
"42",73.6569999999998,0.913059401777492,0.000448429082752444
"43",73.6619999999998,0.912958959735784,0.000347987041044551
"44",73.6669999999998,0.912858424777901,0.000247452083162347
"45",73.6719999999998,0.912757793121694,0.000146820426954797
"46",73.6769999999998,0.91265706098501,4.60882902710846e-05
"47",73.6819999999998,0.912556224585699,5.47481090399371e-05
"48",73.6869999999998,0.91245528014161,0.000155692553128861
"49",73.6919999999998,0.912354223870592,0.000256748824147168
"50",73.6969999999998,0.912253051990494,0.000357920704245229
"51",73.7019999999998,0.912151760719165,0.000459211975574414
"52",73.7069999999998,0.912050346274453,0.000560626420285648
"53",73.7119999999998,0.911948804874209,0.000662167820529636
"54",73.7169999999998,0.911847132736282,0.000763839958457413
"55",73.7219999999998,0.911745326078519,0.000865646616220017
"56",73.7269999999997,0.911643381118771,0.000967591575968485
"57",73.7319999999997,0.911541294074886,0.000817524041529349
"58",73.7369999999997,0.911439061164713,0.00066760237337804
"59",73.7419999999997,0.911336678606102,0.000517830353665261
"60",73.7469999999997,0.911234142616901,0.000368211764541937
"61",73.7519999999997,0.91113144941496,0.000218750388159328
"62",73.7569999999997,0.911028595218127,6.94500066679149e-05
"63",73.7619999999997,0.910925576244252,7.96855977810429e-05
"64",73.7669999999997,0.910822533517374,0.000228797449227103
"65",73.7719999999997,0.910719607689061,0.000378026199238213
"66",73.7769999999997,0.910616794418456,0.0005273675069567
"67",73.7819999999997,0.910514089364699,0.000676817031524335
"68",73.7869999999997,0.910411488186934,0.000826370432083556
"69",73.7919999999997,0.910308986544303,0.000976023367776024
"70",73.7969999999997,0.910206580095947,0.00112577149774384
"71",73.8019999999997,0.910104264501008,0.00127561048112956
"72",73.8069999999997,0.91000203541863,0.00142553597707473
"73",73.8119999999997,0.909899888507952,0.00157554364472146
"74",73.8169999999997,0.909797819428119,0.00172562914321228
"75",73.8219999999997,0.909695823838271,0.00187578813168843
"76",73.8269999999997,0.909593897397552,0.00202601626929311
"77",73.8319999999997,0.909492035765102,0.0021763092151672
"78",73.8369999999996,0.909390234600064,0.0023266626284536
"79",73.8419999999996,0.909288489561581,0.00247707216829407
"80",73.8469999999996,0.909186796308793,0.00262753349383071
"81",73.8519999999996,0.909085150500844,0.00277804226420542
"82",73.8569999999996,0.908983547796875,0.00267643956023655
"83",73.8619999999996,0.908881983856029,0.00257487561939007
"84",73.8669999999996,0.908780454337446,0.00247334610080785
"85",73.8719999999996,0.908678954900271,0.00237184666363222
"86",73.8769999999996,0.908577481203644,0.00227037296700505
"87",73.8819999999996,0.908476028906707,0.00216892067006857
"88",73.8869999999996,0.908374593668604,0.002067485431965
"89",73.8919999999996,0.908273171148475,0.00196606291183588
"90",73.8969999999996,0.908171757005462,0.00186464876882353
"91",73.9019999999996,0.908070346898709,0.0017632386620704
"92",73.9069999999996,0.907968936487357,0.00166182825071814
"93",73.9119999999996,0.907867521430547,0.00156041319390865
"94",73.9169999999996,0.907766097387423,0.00145898915078413
"95",73.9219999999996,0.907664660017126,0.00135755178048724
"96",73.9269999999996,0.907563204978798,0.00125609674215921
"97",73.9319999999996,0.907461727931581,0.00115461969494268
"98",73.9369999999996,0.907360224534618,0.00105311629797955
"99",73.9419999999996,0.90725869044705,0.000951582210411694
"100",73.9469999999995,0.90715712132802,0.00085001309138133
